,Name,School,L10_High_UB,L10_Ave_UB,Freshman,NCAA_High_UB,NCAA_Ave_UB,UB_nqs,UB_delta
814,Grace Nelson,Air Force,9.55,6.066666666666666,2021,9.825,9.363,9.69,0.275
815,Lydia Test,S.E. Missouri,9.05,6.48125,2021,0.0,0.0,0.0,-9.05
816,Kailyn Westbrook,UW-Stout,8.825,4.2250000000000005,2021,0.0,0.0,0.0,-8.825
817,Alexa Rothenbuescher,Maryland,9.7,7.262499999999999,2022,0.0,0.0,0.0,-9.7
818,Mara Johnson,Texas Woman's,9.075,6.425925925925925,2021,9.85,9.529,9.77,0.775
819,Alyssa DeLorme,Ursinus College,9.4,7.3875,2022,9.8,9.35,9.565,0.4
820,Emma Wiley,William & Mary,9.125,6.313461538461538,2021,9.7,9.021,9.53,0.575
821,Kayla Horton,Southern Utah,9.55,7.3278846153846136,2021,0.0,0.0,0.0,-9.55
822,Celine Barney,Southern Utah,8.275,2.4096153846153845,2021,0.0,0.0,0.0,-8.275
823,Mati Waligora,Alabama,9.65,9.537500000000001,2021,9.95,9.805,9.89,0.3
824,Emily Liszewski,Pittsburgh,9.725,4.9671875,2021,0.0,0.0,0.0,-9.725
825,Briona Carswell,Air Force,8.925,4.769444444444445,2021,0.0,0.0,0.0,-8.925
826,Peyton Gillen,Sacramento State,0.0,0.0,2022,0.0,0.0,0.0,0.0
827,Payton Smith,Auburn,9.525,6.011904761904761,2021,0.0,0.0,0.0,-9.525
828,Libby Orman,Arizona,8.325,3.1053571428571427,2021,0.0,0.0,0.0,-8.325
829,Cate Sandvik,UW-La Crosse,9.25,4.375,2021,9.525,8.892,8.93,0.275
830,Haley Volstad,UW-Oshkosh,9.55,5.5200000000000005,2021,9.475,9.215,0.0,-0.075
831,Kennedy Stephens,Centenary College,8.15,0.6791666666666667,2021,0.0,0.0,0.0,-8.15
832,Bianca Leon,Southern Conn.,9.475,5.8500000000000005,2022,9.875,9.383,9.81,0.4
833,Megan Teter,Ball State,9.575,6.821212121212121,2021,9.9,9.736,9.85,0.325
834,Isabelle West,Northern Illinois,9.075,6.072500000000001,2022,0.0,0.0,0.0,-9.075
835,Elizabeth Schauer,Hamline,8.45,5.066666666666666,2021,8.75,8.221,8.115,0.3
836,Christina Weiss,Pittsburgh,9.45,7.213125000000001,2021,0.0,0.0,0.0,-9.45
837,Abbie Pierson,West Virginia,9.25,6.057142857142858,2021,9.8,9.525,0.0,0.55
838,Jessie Gallier,Winona State,7.65,7.175000000000001,2021,0.0,0.0,0.0,-7.65
839,Victoria Nguyen,Georgia,0.0,0.0,2021,9.95,9.766,9.875,9.95
840,Gabbi Gare,Brockport,8.675,6.729545454545454,2022,9.775,9.405,9.645,1.1
841,Arayah Simons,Illinois,9.525,7.2675,2021,9.9,9.565,9.78,0.375
842,Adalayna Hufendiek,Missouri,9.35,6.8964285714285705,2021,9.8,9.681,9.74,0.45
843,Isa Weiss,Washington,7.8,7.8,2021,9.275,9.275,0.0,1.475
844,Natalie Hamp,Northern Illinois,9.85,7.803846153846154,2021,9.925,9.82,9.905,0.075
845,Loganne Basuel,Iowa State,9.5,7.046666666666667,2021,9.9,9.78,9.86,0.4
846,Bella Romagnano,Penn State,9.35,7.331249999999999,2021,9.85,9.75,9.775,0.5
847,Raina Malas,Ohio State,9.3,6.3775,2021,9.725,9.442,0.0,0.425
848,Kara Eaker,Utah,9.7,7.075,2022,0.0,0.0,0.0,-9.7
849,Leanne Wong,Florida,9.775,6.63,2022,10.0,9.889,9.96,0.225
850,Aleah Finnegan,LSU,9.675,6.880952380952381,2022,9.85,9.85,0.0,0.175
851,Adela Stonecipher,Stanford,9.675,7.195833333333334,2021,8.775,8.775,0.0,-0.9
852,Maile O'Keefe,Utah,9.65,6.108333333333333,2021,10.0,9.881,9.947,0.35
853,Kendall Huff,Centenary College,8.75,5.309374999999999,2021,9.025,8.925,0.0,0.275
854,Kylie Yacamelli,Bowling Green,9.4,5.601785714285715,2021,0.0,0.0,0.0,-9.4
855,Ciara Ryan,Northern Illinois,9.225,6.375,2022,0.0,0.0,0.0,-9.225
856,Jordyn Ewing,Pittsburgh,9.2,9.2,2022,9.925,9.691,9.84,0.725
857,Jackie Harker,Kent State,7.5,1.9642857142857144,2021,0.0,0.0,0.0,-7.5
858,Emilie Hong,Iowa State,8.325,7.558333333333334,2021,0.0,0.0,0.0,-8.325
859,Mackenzie Robinson,Alaska,8.15,7.209999999999999,2022,0.0,0.0,0.0,-8.15
860,Kate Grotenhuis,Minnesota,8.8,4.366666666666666,2021,0.0,0.0,0.0,-8.8
861,Raegan Walker,Yale,9.85,6.446666666666665,2022,9.95,9.731,9.86,0.1
862,Effie Ferguson,UW-Stout,0.0,0.0,2022,9.275,8.739,8.79,9.275
863,Jordan Jones,S.E. Missouri,9.425,5.665625,2021,9.7,9.25,0.0,0.275
864,Madison Lieurance,Hamline,0.0,0.0,2021,8.45,8.045,0.0,8.45
865,Alex Wood,UW-La Crosse,7.925,7.925,2021,0.0,0.0,0.0,-7.925
866,Emma Barry,UW-Eau Claire,7.475,7.475,2021,9.125,8.493,8.9,1.65
867,Jenna Griffith,Gustavus Adolphus,8.625,1.2321428571428572,2021,0.0,0.0,0.0,-8.625
868,Lauren Mckeown,Brown,8.65,8.65,2022,9.55,9.55,0.0,0.9
869,Carlie Beatty,UW-Stout,0.0,0.0,2021,0.0,0.0,0.0,0.0
870,Alex Panetta,Ursinus College,8.75,4.375,2022,9.5,9.193,9.28,0.75
871,Jenna Ferguson,Rutgers,9.2,6.570652173913043,2021,0.0,0.0,0.0,-9.2
872,Nikki Thomas,Southern Utah,9.325,6.325000000000001,2021,9.9,9.812,9.855,0.575
873,Victoria DeMeo,Cornell,8.825,6.769642857142857,2022,0.0,0.0,0.0,-8.825
874,Natalie Wojcik,Michigan,9.775,7.228124999999999,2019,9.975,9.862,9.955,0.2
875,Jaedyn Rucker,Utah,9.7,6.699999999999998,2021,9.725,9.725,0.0,0.025
876,Derrian Gobourne,Auburn,9.825,7.177173913043477,2019,9.975,9.871,9.947,0.15
877,Karley McClain,Southern Utah,9.675,7.27,2019,9.925,9.751,9.83,0.25
878,Milan Clausi,California,9.6,6.979255319148937,2019,9.725,9.725,0.0,0.125
879,Olivia Trautman,Oklahoma,9.625,6.784999999999999,2019,9.9125,9.875,9.893,0.287
880,Savannah Schoenherr,Florida,9.875,7.338541666666667,2019,9.975,9.825,9.93,0.1
881,Abby Brenner,Michigan,9.85,7.438392857142858,2019,9.95,9.824,9.915,0.1
882,Shylen Murakami,Southern Utah,9.825,8.004999999999999,2019,9.975,9.823,9.925,0.15
883,Cristal Isa,Utah,9.775,7.427777777777777,2019,9.95,9.881,9.93,0.175
884,Adrienne Randall,Utah,9.775,6.764999999999999,2019,0.0,0.0,0.0,-9.775
885,Mia Townes,Illinois,9.625,7.530434782608696,2021,0.0,0.0,0.0,-9.625
886,Rachael Lukacs,Georgia,9.7,7.622777777777779,2019,9.85,9.571,9.793,0.15
887,Katie Chamberlain,Pittsburgh,9.55,6.12741935483871,2019,9.95,9.715,9.895,0.4
888,Hunter Dula,Utah,9.8,7.594999999999998,2019,9.9,9.812,9.848,0.1
889,Sarah Hargrove,Nebraska,9.65,7.513281249999999,2019,9.9,9.671,9.825,0.25
890,Leah Clapper,Florida,9.7,6.808783783783784,2019,9.875,9.83,0.0,0.175
891,Halley Taylor,Florida,9.65,7.064062499999998,2021,0.0,0.0,0.0,-9.65
892,Emerson Hurst,Towson,9.45,7.230263157894737,2019,0.0,0.0,0.0,-9.45
893,Rachel Hornung,West Virginia,9.65,7.268750000000001,2019,9.825,9.726,9.8,0.175
894,Olivia Raymond,George Washington,9.75,7.583333333333333,2019,9.85,9.689,9.81,0.1
895,Talitha Jones,California,9.75,7.267857142857142,2019,9.875,9.762,9.845,0.125
896,Alisa Sheremeta,UIC,9.7,7.0895652173913035,2019,9.9,9.761,9.88,0.2
897,Sekai Wright,UCLA,9.475,6.587857142857143,2019,0.0,0.0,0.0,-9.475
898,Vanessa Deniz,Oklahoma,9.75,7.331617647058823,2021,9.9,9.9,0.0,0.15
899,Kaylee Quinn,Nebraska,9.675,6.984677419354837,2019,0.0,0.0,0.0,-9.675
900,Mia Betancourt,Rutgers,9.525,5.0440000000000005,2019,0.0,0.0,0.0,-9.525
901,Olivia Miller,Pittsburgh,9.75,7.461290322580643,2019,9.9,9.71,9.8,0.15
902,Alexa Al-Hameed,Georgia,9.8,7.657,2019,9.95,9.822,9.9,0.15
903,Tess Muir,Bowling Green,9.55,6.6708333333333325,2019,9.625,9.366,9.485,0.075
904,Bridget Killian,Iowa,9.4,7.093103448275864,2019,0.0,0.0,0.0,-9.4
905,Emily North,UW-Whitewater,9.575,6.861904761904764,2019,9.675,9.223,9.525,0.1
906,Kennedy Hambrick,Arkansas,9.675,6.957105263157895,2019,9.95,9.722,9.915,0.275
907,Morgan Hooper,Northern Illinois,9.5,7.109782608695651,2019,9.9,9.632,9.84,0.4
908,Deja Chambliss,George Washington,9.525,7.369318181818181,2019,9.85,9.725,9.82,0.325
909,Ashley Hofelich,Michigan State,9.425,6.861486486486486,2019,0.0,0.0,0.0,-9.425
910,Kristina Peterson,Oregon State,9.525,7.033823529411765,2019,9.75,9.483,0.0,0.225
911,Mariella Miele,New Hampshire,9.2,6.111250000000001,2019,0.0,0.0,0.0,-9.2
912,Abbie Nylin,Minnesota,9.575,5.74326923076923,2019,0.0,0.0,0.0,-9.575
913,Alexandra Greenwald,Iowa,9.75,7.3103448275862055,2019,9.9,9.691,9.845,0.15
914,Hailey Lui,New Hampshire,9.45,6.598148148148149,2019,9.825,9.711,9.81,0.375
915,Karalyn Roberts,Eastern Michigan,9.35,6.616071428571428,2021,9.725,9.406,9.715,0.375
916,Mia Quigg,Illinois State,9.375,6.663461538461537,2019,9.75,9.215,9.665,0.375
917,Emma LaPinta,Oklahoma,9.325,6.892857142857142,2019,0.0,0.0,0.0,-9.325
918,Esperanza Abarca,West Virginia,9.75,7.188793103448276,2019,9.9,9.762,9.85,0.15
919,Brashlyn Johnson,West Chester,9.175,6.647282608695653,2019,0.0,0.0,0.0,-9.175
920,Amara Cunningham,Washington,9.325,7.303030303030304,2019,0.0,0.0,0.0,-9.325
921,Natalie Horowitz,Iowa State,9.525,6.432812500000001,2019,9.925,9.736,9.845,0.4
922,Kennedi Davis,Arizona,9.35,5.45546875,2019,0.0,0.0,0.0,-9.35
923,Alaina Raybon,Michigan State,9.475,6.820138888888888,2019,9.725,9.108,8.985,0.25
924,Tara Kofmehl,Northern Illinois,9.575,6.812500000000001,2019,9.875,9.582,9.8,0.3
925,Madison Brunette,Stanford,9.6,6.929411764705883,2019,9.9,9.782,9.86,0.3
926,Samantha Smith,Winona State,9.475,7.225,2010,0.0,0.0,0.0,-9.475
927,Bailey Ferrer,LSU,9.7,6.813333333333333,2019,9.9,9.779,9.852,0.2
928,Arianna Patterson,Kentucky,9.55,6.259375,2021,0.0,0.0,0.0,-9.55
929,Taylor Newland,Temple,9.35,6.522222222222223,2019,9.525,9.525,0.0,0.175
930,Allie Gilchrist,Iowa,9.15,5.513636363636364,2019,0.0,0.0,0.0,-9.15
931,Sophia Petrillo,Brown,9.375,6.5115384615384615,2019,9.775,9.49,9.71,0.4
932,Sydney Jennings,Ohio State,8.925,3.365,2019,0.0,0.0,0.0,-8.925
933,Sterlyn Austin,Georgia,9.1,6.363235294117645,2021,0.0,0.0,0.0,-9.1
934,Nicole Baars,Lindenwood,8.725,5.978571428571428,2019,0.0,0.0,0.0,-8.725
935,Anna Kaziska,S.E. Missouri,9.525,7.234375,2019,9.725,9.413,9.665,0.2
936,Julianna Roland,Bridgeport,9.65,7.420454545454545,2019,9.775,9.529,9.73,0.125
937,Mackenzie Balderas,Texas Woman's,9.5,7.338095238095239,2019,9.35,9.075,0.0,-0.15
938,Dymiana Cox,Penn State,9.5,7.03125,2022,0.0,0.0,0.0,-9.5
939,Meredith Robinson,North Carolina State,9.6,7.09642857142857,2019,9.9,9.757,9.87,0.3
940,Amber Koeth,Sacramento State,9.6,7.050925925925926,2019,9.875,9.414,9.77,0.275
941,Hollyn Patrick,Missouri,9.625,5.997058823529412,2021,9.95,9.718,9.87,0.325
942,Olivia Zona,George Washington,9.35,6.4020833333333345,2019,9.75,9.408,9.665,0.4
943,Kaitlyn Higgins,Minnesota,9.55,6.8677419354838705,2019,0.0,0.0,0.0,-9.55
944,Alyssa Wiedeman,Michigan State,9.15,5.249999999999999,2019,0.0,0.0,0.0,-9.15
945,Caitlin Kho,Southern Utah,9.7,7.805208333333335,2019,9.875,9.736,9.82,0.175
946,Carly Kosanovich,Eastern Michigan,9.575,7.0902777777777795,2019,9.3,9.3,0.0,-0.275
947,Sandra Elsadek,Ball State,9.525,5.944565217391304,2019,9.85,9.545,9.785,0.325
948,Varvara Diakakis,Bridgeport,9.325,6.1375,2019,0.0,0.0,0.0,-9.325
949,Brenna Brooks,Washington,9.75,6.164583333333333,2019,9.875,9.707,9.835,0.125
950,Emma Grant,UW-La Crosse,9.4,5.978571428571428,2019,9.325,9.113,0.0,-0.075
951,Jenna Wicker,Michigan State,9.225,6.936458333333333,2019,0.0,0.0,0.0,-9.225
952,Madelyn Langkamp,Iowa State,9.525,7.139423076923077,2019,9.85,9.761,9.83,0.325
953,Jensen Todd,Brockport,8.925,6.132142857142857,2019,0.0,0.0,0.0,-8.925
954,Isabel Goyco,Texas Woman's,9.45,6.7548076923076925,2019,9.875,9.402,9.8,0.425
955,Valeri Ingui,Lindenwood,9.175,6.536111111111111,2013,9.875,9.472,9.835,0.7
956,Grace Bardes,Air Force,9.2,7.301785714285714,2019,9.8,9.506,9.737,0.6
957,Kaitlyn Gilson,Ohio State,9.4,6.278225806451614,2019,0.0,0.0,0.0,-9.4
958,Hannah Stahlbrodt,Southern Conn.,9.1,6.4129999999999985,2019,9.85,9.626,9.81,0.75
959,Winter Osborne,Alaska,8.925,5.779166666666667,2019,9.8,9.156,9.285,0.875
960,Shannon Gregory,Eastern Michigan,9.0,6.3500000000000005,2019,0.0,0.0,0.0,-9.0
961,Julia O'Sullivan,Ithaca College,8.5,5.835714285714285,2019,9.65,8.762,9.26,1.15
962,Sara Maughan,Cornell,8.875,6.455,2019,0.0,0.0,0.0,-8.875
963,Kaira Hammond,UW-Oshkosh,9.525,6.824999999999999,2019,9.7,9.363,9.485,0.175
964,Zoe Kyriakopoulos,Ithaca College,9.425,6.777857142857145,2022,9.775,8.959,9.405,0.35
965,Britney Wolfe,UW-Stout,9.0,5.8,2019,6.95,6.95,0.0,-2.05
966,Nya Reed,Florida,9.375,6.512499999999999,2019,0.0,0.0,0.0,-9.375
967,Riley Danielson,Kent State,9.35,5.9125,2019,0.0,0.0,0.0,-9.35
968,Stephanie Tripodi,Arizona State,9.425,4.838793103448276,2019,0.0,0.0,0.0,-9.425
969,Kayla Yancey,West Virginia,9.625,6.625000000000001,2021,9.8,9.728,9.735,0.175
970,Sierra Demarinis,Central Michigan,9.575,6.1875,2019,9.775,9.695,9.745,0.2
971,Adnerys De Jesus,Nebraska,9.175,9.1,2019,9.925,9.787,9.895,0.75
972,Cassidy Girolamo,Southern Conn.,9.4,6.0048611111111105,2019,9.65,9.336,9.58,0.25
973,Miranda Lund,Cornell,8.7,5.520833333333334,2019,9.325,9.325,0.0,0.625
974,Megan Hanley,Cortland State,9.15,7.044642857142857,2019,9.5,9.145,9.375,0.35
975,Charlotte Reynolds,Eastern Michigan,9.525,6.707558139534882,2019,9.45,9.05,0.0,-0.075
976,Kiera Doherty-Herwitz,Rutgers,9.325,7.0619999999999985,2019,9.65,9.1,0.0,0.325
977,Annie Bailey,West Chester,9.05,6.503571428571427,2019,0.0,0.0,0.0,-9.05
978,Alana Calabrese,Springfield College,8.875,6.071666666666667,2019,9.55,8.818,9.3,0.675
979,Caitlin Gray,Utah State,9.3,7.4607142857142845,2019,9.825,9.57,9.775,0.525
980,Noely Macias,Southern Conn.,9.175,5.9416666666666655,2019,9.725,9.408,9.575,0.55
981,Dorothy Wernick,Brockport,8.775,5.2437499999999995,2019,0.0,0.0,0.0,-8.775
982,Liana Roman,Northern Illinois,9.425,5.9625,2021,9.85,9.615,9.755,0.425
983,Aleysia Kolyvanova,Central Michigan,9.6,6.07,2022,0.0,0.0,0.0,-9.6
984,Natalie Meyer,Air Force,8.85,7.050000000000001,2019,0.0,0.0,0.0,-8.85
985,Kacey Mortenson,UW-La Crosse,8.55,6.203571428571429,2019,9.6,9.083,9.345,1.05
986,Olivia Opheim,UW-La Crosse,8.675,6.215277777777779,2019,0.0,0.0,0.0,-8.675
987,Emily Gilot,UW-Oshkosh,8.75,6.147058823529412,2019,9.7,9.197,9.52,0.95
988,Rahdea Jarvis,UW-Oshkosh,8.825,6.194230769230768,2019,9.775,9.239,9.64,0.95
989,Madison Latzke,UW-Stout,8.05,4.95,2019,0.0,0.0,0.0,-8.05
990,Talia Brovedani,Washington,9.725,6.375862068965517,2021,9.7,9.587,0.0,-0.025
991,Tia Gin,San Jose State,9.6,6.567857142857143,2019,9.675,9.458,9.635,0.075
992,Samantha Sakti,William & Mary,9.4,7.092045454545454,2019,0.0,0.0,0.0,-9.4
993,Shannon Sklow,UC Davis,9.575,7.163750000000002,2019,9.775,9.537,9.645,0.2
994,Miriam Perez,Ohio State,9.35,6.46,2019,0.0,0.0,0.0,-9.35
995,Sara Taubman,UCLA,9.7,6.307894736842106,2021,9.825,9.5,0.0,0.125
996,Brittney Vitkauskas,BYU,9.425,6.249999999999999,2019,0.0,0.0,0.0,-9.425
997,Emma Wissman,Southern Utah,9.3,6.4671875,2019,0.0,0.0,0.0,-9.3
998,Rachel Decious,Alaska,8.775,2.946590909090909,2019,9.825,9.219,9.38,1.05
999,Antonia Marquez,San Jose State,9.2,6.0183333333333335,2019,0.0,0.0,0.0,-9.2
1000,Lauren Chu,UC Davis,9.45,6.638392857142857,2022,0.0,0.0,0.0,-9.45
1001,Jasmine Gutierrez,Arizona State,9.35,3.1,2019,0.0,0.0,0.0,-9.35
1002,Destiny Watley,Sacramento State,9.2,6.3062499999999995,2019,9.85,9.537,9.765,0.65
1003,Wanda Deriot,Sacramento State,8.675,6.028125,2019,0.0,0.0,0.0,-8.675
1004,Gabrielle Hubbard,BYU,9.525,7.300000000000001,2019,9.775,9.508,0.0,0.25
1005,Emma Gable,Ursinus College,0.0,0.0,2019,9.375,9.209,9.27,9.375
1006,Sanya Glauber,Maryland,9.75,6.911764705882352,2019,9.95,9.501,9.86,0.2
1007,Shaylah Scott,Illinois,9.6,6.905833333333333,2019,0.0,0.0,0.0,-9.6
1008,Alexis Stokes,Boise State,9.8,7.3530000000000015,2019,9.975,9.876,9.935,0.175
1009,Lauren Joost,Pennsylvania,9.25,6.905555555555556,2019,0.0,0.0,0.0,-9.25
1010,Elizabeth Fulton,Kent State,9.45,6.2131578947368435,2019,9.65,9.65,0.0,0.2
1011,Shaye Mathias,Sacramento State,9.325,5.765,2019,9.75,9.497,9.7,0.425
1012,Lexi Griffith,BYU,9.275,4.845833333333332,2021,0.0,0.0,0.0,-9.275
1013,Alexis Sheppard,North Carolina State,9.65,7.126388888888888,2021,9.425,9.425,0.0,-0.225
1014,Kendall Sanders,Centenary College,8.9,6.319117647058824,2019,9.725,9.242,9.69,0.825
1015,Savannah Pennese,Arkansas,9.125,5.5625,2019,0.0,0.0,0.0,-9.125
1016,Rachel Morris,UW-Oshkosh,8.775,5.665384615384616,2019,0.0,0.0,0.0,-8.775
1017,Emily Anderson,North Carolina State,8.425,4.955555555555556,2011,9.225,8.678,9.085,0.8
1018,Sydney Ewing,LSU,9.75,7.116176470588239,2014,9.85,9.567,9.785,0.1
1019,Alexandria Ruiz,Denver,9.575,7.026973684210528,2019,9.9,9.82,9.882,0.325
1020,Sage Littlejohn,Rutgers,9.2,4.222619047619046,2019,0.0,0.0,0.0,-9.2
1021,Allie Stern,Oklahoma,9.275,6.729411764705882,2019,0.0,0.0,0.0,-9.275
1022,Marissa Nychyk,Ball State,9.525,7.268589743589743,2019,9.825,9.718,9.805,0.3
1023,Carley Bayles,Utah State,9.05,6.016666666666667,2021,0.0,0.0,0.0,-9.05
1024,Rachel Smith,Southern Utah,9.525,6.3590909090909085,2019,0.0,0.0,0.0,-9.525
1025,Abbey Ward,Georgia,9.6,7.155882352941177,2019,9.9,9.596,9.825,0.3
1026,Shailyn St. Brice,Western Michigan,9.275,6.742857142857142,2019,0.0,0.0,0.0,-9.275
1027,Alyssa Perez-Lugones,Georgia,9.575,6.715789473684211,2019,0.0,0.0,0.0,-9.575
1028,Daija Stevenson,Air Force,9.275,6.303333333333334,2019,9.825,9.519,9.76,0.55
1029,Hannah McCrary,Missouri,9.675,6.38,2019,0.0,0.0,0.0,-9.675
1030,Kendall Knaps,Centenary College,9.05,6.977083333333335,2019,9.675,8.85,9.475,0.625
1031,Sania Mitchell,Alabama,9.3,6.7075,2021,0.0,0.0,0.0,-9.3
1032,Charli Cohen,LIU,9.05,6.945833333333334,2021,9.425,8.944,0.0,0.375
1033,Sabrina Cheney,Auburn,9.475,6.428906250000001,2021,0.0,0.0,0.0,-9.475
1034,Josie Angeny,Kentucky,9.625,7.0897435897435885,2019,9.95,9.85,9.905,0.325
1035,Ashley Duke,West Chester,9.55,7.274,2019,9.8,9.417,9.62,0.25
1036,Hope Masiado,Boise State,9.65,7.14527027027027,2019,9.775,9.713,0.0,0.125
1037,Simone Banen,George Washington,9.7,6.966304347826087,2019,9.875,9.737,9.835,0.175
1038,Paige Bachner,Bowling Green,9.45,6.930952380952382,2019,9.775,9.581,9.7,0.325
1039,Chelsea Baker,Southern Conn.,9.55,7.3870000000000005,2022,9.875,9.465,9.8,0.325
1040,Abigail Karolewski,Rutgers,9.45,6.735576923076924,2019,9.825,9.52,9.79,0.375
1041,Melissa Astarita,Penn State,9.375,6.449999999999999,2019,0.0,0.0,0.0,-9.375
1042,Alexsis Rubio,Maryland,9.45,6.40735294117647,2019,9.675,9.545,0.0,0.225
1043,Taylor Sell,West Virginia,9.375,6.0471153846153864,2019,0.0,0.0,0.0,-9.375
1044,Alexandra Cucich,New Hampshire,9.225,6.891304347826087,2019,0.0,0.0,0.0,-9.225
1045,McKenna Kissinger,West Chester,9.175,6.179545454545455,2019,9.5,9.0,0.0,0.325
1046,Rebekah Jenkins,Pittsburgh,9.625,6.253999999999999,2019,9.825,9.688,0.0,0.2
1047,Ashleigh Turek,UW-Whitewater,9.275,7.128000000000001,2019,9.15,8.457,8.56,-0.125
1048,Mackenzie Kennedy,Ithaca College,9.0,4.708823529411765,2019,0.0,0.0,0.0,-9.0
1049,Kiley Robatin,Pittsburgh,9.2,6.542857142857143,2019,0.0,0.0,0.0,-9.2
1050,Adeline Rieder,BYU,8.9,6.425000000000001,2019,0.0,0.0,0.0,-8.9
1051,Rose Fanara,West Chester,9.1,6.399074074074074,2019,0.0,0.0,0.0,-9.1
1052,Samantha Henry,Cornell,9.225,3.27983870967742,2017,0.0,0.0,0.0,-9.225
1053,Caitlyn Kline,Pittsburgh,9.45,6.57,2021,9.4,9.284,9.325,-0.05
1054,Taylor Cusick,Ursinus College,8.25,6.12,2019,9.0,8.2,0.0,0.75
1055,Haley Zarett,North Carolina State,8.725,4.410714285714286,2021,0.0,0.0,0.0,-8.725
1056,Kaylin Knapsack,Ursinus College,0.0,0.0,2019,0.0,0.0,0.0,0.0
1057,Katelyn Goldstrom,Bowling Green,9.6,4.569230769230769,2019,9.75,9.244,9.64,0.15
1058,Sara Bell,West Chester,9.1,5.92142857142857,2019,0.0,0.0,0.0,-9.1
1059,Cami Klein,Kent State,9.375,5.533823529411764,2019,0.0,0.0,0.0,-9.375
1060,Anna Haigis,Kentucky,9.25,7.143478260869566,2021,0.0,0.0,0.0,-9.25
1061,Riley Meeks,Yale,9.15,6.697500000000001,2022,0.0,0.0,0.0,-9.15
1062,Kassidy Howell,Kentucky,9.325,6.961363636363637,2021,8.725,8.725,0.0,-0.6
1063,Claire Gagliardi,Ohio State,9.65,7.612878787878788,2019,9.9,9.818,9.825,0.25
1064,Emily Carless,Western Michigan,9.35,6.843750000000001,2019,0.0,0.0,0.0,-9.35
1065,Stefanie Schweikert,Ball State,9.075,6.897727272727272,2019,9.8,9.647,9.665,0.725
1066,Morgan McEntire,UW-Whitewater,9.0,5.731578947368421,2021,9.225,8.783,0.0,0.225
1067,Abby Walsh,Brown,9.375,5.8675,2019,9.55,9.381,0.0,0.175
1068,Pixie Brock,Air Force,9.55,6.445967741935484,2019,9.825,9.005,0.0,0.275
1069,Wesley Stephenson,Stanford,9.6,7.039634146341464,2019,9.65,8.667,0.0,0.05
1070,Lauren Volpe,Ball State,9.5,6.320535714285715,2019,0.0,0.0,0.0,-9.5
1071,Alyssa Nore,UW-Oshkosh,9.025,5.781249999999999,2019,0.0,0.0,0.0,-9.025
1072,Madison Trott,Kent State,9.35,7.032608695652174,2019,9.85,9.65,9.79,0.5
1073,Alyssa Keller,Western Michigan,9.15,5.218055555555556,2019,0.0,0.0,0.0,-9.15
1074,Sadie Bish,Texas Woman's,9.0,6.861363636363636,2019,0.0,0.0,0.0,-9.0
1075,Olivia Keller,UW-Oshkosh,8.9,4.883928571428571,2019,0.0,0.0,0.0,-8.9
1076,Kaylie Collins,UW-Whitewater,8.2,7.02,2019,0.0,0.0,0.0,-8.2
1077,Caitlin Satler,Eastern Michigan,9.3,4.357608695652174,2019,0.0,0.0,0.0,-9.3
1078,Kendra Lindway,Kent State,9.125,6.527777777777779,2019,0.0,0.0,0.0,-9.125
1079,Carina Tolan,Iowa,9.4,5.756944444444445,2019,9.85,9.7,9.815,0.45
1080,Emma Lamping,Winona State,9.35,6.357692307692307,2021,8.75,8.75,0.0,-0.6
1081,Katie Kalland,Hamline,7.75,3.189285714285714,2019,0.0,0.0,0.0,-7.75
1082,Brooke Lutz,UW-Whitewater,8.825,5.348076923076923,2019,8.1,8.1,0.0,-0.725
1083,Kendra Combs,West Virginia,9.675,6.991326530612243,2019,9.9,9.767,9.85,0.225
1084,Leah Jewett,Springfield College,8.425,6.034375,2019,9.375,8.228,8.425,0.95
1085,Crystal Gwinn,Bridgeport,8.7,5.42,2019,7.4,7.4,0.0,-1.3
1086,Amelia Bailey,Ithaca College,0.0,0.0,2019,0.0,0.0,0.0,0.0
1087,Jordan Streete,Bridgeport,8.95,6.659090909090908,2019,0.0,0.0,0.0,-8.95
1088,Kaitlyn Lindsay,Springfield College,0.0,0.0,2019,0.0,0.0,0.0,0.0
1089,Griffin James,Alabama,9.75,7.667613636363637,2021,0.0,0.0,0.0,-9.75
1090,Charlise Doctor,Illinois State,9.675,7.267424242424243,2019,9.85,9.616,9.8,0.175
1091,Elexis Edwards,Ohio State,9.55,7.709374999999999,2021,9.925,9.645,9.865,0.375
1092,Natalie Yang,Pennsylvania,9.4,6.4868421052631575,2019,0.0,0.0,0.0,-9.4
1093,Abby Carpenter,William & Mary,9.025,6.4455882352941165,2021,0.0,0.0,0.0,-9.025
1094,Valerie Aubley,Cornell,9.3,5.79047619047619,2019,0.0,0.0,0.0,-9.3
1095,Nicole Nebel,Sacramento State,9.025,4.2275,2019,8.95,8.025,0.0,-0.075
1096,Jensie Givens,Alabama,9.65,7.0062500000000005,2019,9.875,9.796,9.83,0.225
1097,Anyssa Alvarado,BYU,9.625,7.434375,2021,9.925,9.852,9.925,0.3
1098,Kaiya Lindhardt,UW-Eau Claire,8.8,5.396428571428572,2021,8.2,7.819,0.0,-0.6
1099,Trinity Sawyer,UW-Oshkosh,8.925,5.974166666666666,2021,9.7,9.427,9.56,0.775
1100,Norah Flatley,UCLA,9.75,6.507692307692308,2019,9.975,9.883,9.94,0.225
