,Name,School,L10_High_FX,L10_Ave_FX,Freshman,NCAA_High_FX,NCAA_Ave_FX,FX_nqs,FX_delta
921,Natalie Horowitz,Iowa State,9.65,6.7765625,2019,9.775,9.387,0.0,0.125
922,Kennedi Davis,Arizona,9.6,6.997656249999999,2019,9.9,9.633,9.58,0.3
923,Alaina Raybon,Michigan State,9.475,6.812499999999998,2019,9.85,9.679,9.645,0.375
924,Tara Kofmehl,Northern Illinois,9.575,7.3741071428571425,2019,9.95,9.825,9.925,0.375
925,Madison Brunette,Stanford,9.725,6.825000000000001,2019,9.9,9.812,9.86,0.175
926,Samantha Smith,Winona State,9.675,7.747058823529411,2010,9.875,9.29,9.86,0.2
927,Bailey Ferrer,LSU,9.825,6.325833333333334,2019,9.55,9.55,0.0,-0.275
928,Arianna Patterson,Kentucky,9.7,7.0046875,2021,9.85,9.525,0.0,0.15
929,Taylor Newland,Temple,9.525,7.110185185185185,2019,9.725,9.537,9.5,0.2
930,Allie Gilchrist,Iowa,9.625,6.270454545454546,2019,9.85,9.697,9.79,0.225
931,Sophia Petrillo,Brown,9.6,6.976282051282052,2019,9.8,9.54,9.72,0.2
932,Sydney Jennings,Ohio State,9.525,6.2333333333333325,2019,0.0,0.0,0.0,-9.525
933,Sterlyn Austin,Georgia,9.675,7.290441176470588,2021,9.875,9.754,9.78,0.2
934,Nicole Baars,Lindenwood,9.575,6.621428571428571,2019,9.85,9.723,9.78,0.275
935,Anna Kaziska,S.E. Missouri,9.7,6.726041666666665,2019,9.95,9.852,9.93,0.25
936,Julianna Roland,Bridgeport,9.45,6.837878787878788,2019,9.9,9.744,9.875,0.45
937,Mackenzie Balderas,Texas Woman's,9.475,7.198809523809525,2019,9.65,9.337,9.605,0.175
938,Dymiana Cox,Penn State,9.625,7.15546875,2022,0.0,0.0,0.0,-9.625
939,Meredith Robinson,North Carolina State,9.625,5.224285714285713,2019,0.0,0.0,0.0,-9.625
940,Amber Koeth,Sacramento State,9.55,7.29814814814815,2019,9.9,9.741,9.83,0.35
941,Hollyn Patrick,Missouri,9.6,4.786764705882352,2021,0.0,0.0,0.0,-9.6
942,Olivia Zona,George Washington,9.675,6.593055555555553,2019,9.9,9.748,9.855,0.225
943,Kaitlyn Higgins,Minnesota,9.675,7.241935483870968,2019,9.9,9.666,9.885,0.225
944,Alyssa Wiedeman,Michigan State,9.575,6.605357142857144,2019,9.75,9.713,0.0,0.175
945,Caitlin Kho,Southern Utah,9.65,7.6781250000000005,2019,9.825,9.575,9.785,0.175
946,Carly Kosanovich,Eastern Michigan,9.5,6.631944444444444,2019,9.825,9.666,9.815,0.325
947,Sandra Elsadek,Ball State,9.625,7.246739130434784,2019,9.875,9.673,9.83,0.25
948,Varvara Diakakis,Bridgeport,9.45,6.424999999999999,2019,0.0,0.0,0.0,-9.45
949,Brenna Brooks,Washington,9.7,5.800000000000002,2019,9.8,9.669,9.75,0.1
950,Emma Grant,UW-La Crosse,9.275,6.364285714285715,2019,9.7,9.46,9.65,0.425
951,Jenna Wicker,Michigan State,9.35,6.308333333333334,2019,0.0,0.0,0.0,-9.35
952,Madelyn Langkamp,Iowa State,9.525,4.801923076923077,2019,9.8,9.725,9.785,0.275
953,Jensen Todd,Brockport,9.275,6.521428571428571,2019,8.4,8.4,0.0,-0.875
954,Isabel Goyco,Texas Woman's,9.6,7.059615384615384,2019,9.95,9.777,9.915,0.35
955,Valeri Ingui,Lindenwood,9.675,6.102777777777778,2013,9.85,9.525,9.795,0.175
956,Grace Bardes,Air Force,9.275,7.748214285714287,2019,9.5,9.458,0.0,0.225
957,Kaitlyn Gilson,Ohio State,9.5,6.146774193548388,2019,0.0,0.0,0.0,-9.5
958,Hannah Stahlbrodt,Southern Conn.,9.425,7.495000000000001,2019,9.85,9.778,9.82,0.425
959,Winter Osborne,Alaska,9.3,6.033333333333333,2019,0.0,0.0,0.0,-9.3
960,Shannon Gregory,Eastern Michigan,9.7,7.527272727272727,2019,9.9,9.631,9.85,0.2
961,Julia O'Sullivan,Ithaca College,9.05,6.246428571428572,2019,0.0,0.0,0.0,-9.05
962,Sara Maughan,Cornell,9.575,7.2325,2019,9.6,9.025,9.17,0.025
963,Kaira Hammond,UW-Oshkosh,9.525,6.399107142857144,2019,0.0,0.0,0.0,-9.525
964,Zoe Kyriakopoulos,Ithaca College,9.6,6.922142857142856,2022,0.0,0.0,0.0,-9.6
965,Britney Wolfe,UW-Stout,9.325,6.2425,2019,9.625,8.917,0.0,0.3
966,Nya Reed,Florida,9.725,7.486607142857144,2019,10.0,9.923,9.97,0.275
967,Riley Danielson,Kent State,9.4,6.735714285714287,2019,0.0,0.0,0.0,-9.4
968,Stephanie Tripodi,Arizona State,9.75,6.742241379310346,2019,9.05,9.05,0.0,-0.7
969,Kayla Yancey,West Virginia,9.7,6.889583333333333,2021,0.0,0.0,0.0,-9.7
970,Sierra Demarinis,Central Michigan,9.65,7.720833333333334,2019,9.95,9.798,9.92,0.3
971,Adnerys De Jesus,Nebraska,9.55,9.216666666666667,2019,9.95,9.802,9.895,0.4
972,Cassidy Girolamo,Southern Conn.,9.325,5.731944444444444,2019,9.75,9.486,9.725,0.425
973,Miranda Lund,Cornell,9.175,5.929166666666666,2019,9.85,9.662,9.795,0.675
974,Megan Hanley,Cortland State,9.15,6.810714285714286,2019,9.225,9.021,8.98,0.075
975,Charlotte Reynolds,Eastern Michigan,9.55,6.751744186046514,2019,0.0,0.0,0.0,-9.55
976,Kiera Doherty-Herwitz,Rutgers,9.55,7.644,2019,0.0,0.0,0.0,-9.55
977,Annie Bailey,West Chester,9.475,7.023214285714286,2019,9.775,9.531,0.0,0.3
978,Alana Calabrese,Springfield College,9.35,6.391666666666666,2019,0.0,0.0,0.0,-9.35
979,Caitlin Gray,Utah State,9.25,6.698214285714285,2019,0.0,0.0,0.0,-9.25
980,Noely Macias,Southern Conn.,9.425,6.266666666666667,2019,9.65,9.545,9.635,0.225
981,Dorothy Wernick,Brockport,9.4,6.2962500000000015,2019,0.0,0.0,0.0,-9.4
982,Liana Roman,Northern Illinois,8.775,2.8708333333333336,2021,9.175,9.175,0.0,0.4
983,Aleysia Kolyvanova,Central Michigan,9.525,6.675833333333333,2022,9.875,9.789,9.805,0.35
984,Natalie Meyer,Air Force,9.325,6.708333333333334,2019,9.8,9.524,9.775,0.475
985,Kacey Mortenson,UW-La Crosse,9.375,7.628571428571428,2019,9.6,9.325,9.5,0.225
986,Olivia Opheim,UW-La Crosse,8.95,6.652777777777778,2019,9.725,9.334,9.47,0.775
987,Emily Gilot,UW-Oshkosh,9.175,6.720588235294117,2019,9.725,9.252,9.53,0.55
988,Rahdea Jarvis,UW-Oshkosh,9.5,7.33653846153846,2019,9.75,9.428,9.7,0.25
989,Madison Latzke,UW-Stout,8.975,6.134375,2019,0.0,0.0,0.0,-8.975
990,Talia Brovedani,Washington,9.625,6.481896551724137,2021,0.0,0.0,0.0,-9.625
991,Tia Gin,San Jose State,9.7,7.358035714285714,2019,9.8,9.775,0.0,0.1
992,Samantha Sakti,William & Mary,9.75,6.009090909090911,2019,9.925,9.777,9.87,0.175
993,Shannon Sklow,UC Davis,9.5,7.357500000000002,2019,9.825,9.539,9.725,0.325
994,Miriam Perez,Ohio State,9.625,7.455,2019,9.8,9.703,9.735,0.175
995,Sara Taubman,UCLA,9.45,5.70921052631579,2021,9.65,9.65,0.0,0.2
996,Brittney Vitkauskas,BYU,9.6,7.186538461538461,2019,9.975,9.852,9.935,0.375
997,Emma Wissman,Southern Utah,9.5,6.707812499999999,2019,9.525,9.312,0.0,0.025
998,Rachel Decious,Alaska,9.55,5.012499999999999,2019,9.775,9.439,9.735,0.225
999,Antonia Marquez,San Jose State,9.425,6.3199999999999985,2019,9.825,9.619,9.775,0.4
1000,Lauren Chu,UC Davis,9.3,6.359821428571427,2022,0.0,0.0,0.0,-9.3
1001,Jasmine Gutierrez,Arizona State,9.575,7.486363636363636,2019,9.9,9.803,9.81,0.325
1002,Destiny Watley,Sacramento State,9.425,6.69375,2019,9.875,9.467,9.715,0.45
1003,Wanda Deriot,Sacramento State,9.4,6.84375,2019,0.0,0.0,0.0,-9.4
1004,Gabrielle Hubbard,BYU,9.35,6.219642857142857,2019,0.0,0.0,0.0,-9.35
1005,Emma Gable,Ursinus College,9.1,7.304166666666666,2019,9.6,9.215,0.0,0.5
1006,Sanya Glauber,Maryland,9.3,6.161764705882353,2019,9.75,9.456,0.0,0.45
1007,Shaylah Scott,Illinois,9.85,6.6725,2019,9.925,9.828,9.905,0.075
1008,Alexis Stokes,Boise State,9.575,6.561999999999998,2019,0.0,0.0,0.0,-9.575
1009,Lauren Joost,Pennsylvania,9.65,7.268055555555556,2019,9.75,9.75,0.0,0.1
1010,Elizabeth Fulton,Kent State,9.4,7.196052631578948,2019,0.0,0.0,0.0,-9.4
1011,Shaye Mathias,Sacramento State,9.275,5.293333333333333,2019,9.65,9.269,0.0,0.375
1012,Lexi Griffith,BYU,9.7,6.169791666666667,2021,0.0,0.0,0.0,-9.7
1013,Alexis Sheppard,North Carolina State,9.375,6.582638888888889,2021,0.0,0.0,0.0,-9.375
1014,Kendall Sanders,Centenary College,9.3,6.597058823529412,2019,9.825,9.598,9.767,0.525
1015,Savannah Pennese,Arkansas,9.4,6.108333333333333,2019,9.875,9.752,9.845,0.475
1016,Rachel Morris,UW-Oshkosh,9.35,6.5576923076923075,2019,8.3,8.3,0.0,-1.05
1017,Emily Anderson,North Carolina State,9.175,5.5625,2011,9.8,9.064,9.745,0.625
1018,Sydney Ewing,LSU,9.7,6.42892156862745,2014,9.925,9.81,9.91,0.225
1019,Alexandria Ruiz,Denver,9.8,6.70921052631579,2019,9.925,9.799,9.88,0.125
1020,Sage Littlejohn,Rutgers,9.55,6.503571428571428,2019,0.0,0.0,0.0,-9.55
1021,Allie Stern,Oklahoma,9.675,5.967647058823529,2019,9.85,9.569,0.0,0.175
1022,Marissa Nychyk,Ball State,9.6,7.10448717948718,2019,9.825,9.672,9.8,0.225
1023,Carley Bayles,Utah State,9.2,6.439999999999999,2021,0.0,0.0,0.0,-9.2
1024,Rachel Smith,Southern Utah,9.675,6.971212121212121,2019,9.925,9.795,9.845,0.25
1025,Abbey Ward,Georgia,9.35,3.6691176470588234,2019,0.0,0.0,0.0,-9.35
1026,Shailyn St. Brice,Western Michigan,9.3,6.69404761904762,2019,9.85,9.669,9.815,0.55
1027,Alyssa Perez-Lugones,Georgia,9.5,6.239473684210527,2019,9.925,9.702,9.855,0.425
1028,Daija Stevenson,Air Force,9.55,6.119999999999999,2019,9.9,9.67,9.82,0.35
1029,Hannah McCrary,Missouri,9.7,7.032000000000001,2019,9.95,9.84,9.915,0.25
1030,Kendall Knaps,Centenary College,9.1,6.541666666666666,2019,9.525,9.317,0.0,0.425
1031,Sania Mitchell,Alabama,9.425,5.3875,2021,9.95,9.781,9.86,0.525
1032,Charli Cohen,LIU,9.325,7.479166666666666,2021,9.725,9.175,0.0,0.4
1033,Sabrina Cheney,Auburn,9.6,6.734375000000001,2021,9.75,8.887,0.0,0.15
1034,Josie Angeny,Kentucky,9.5,6.798076923076921,2019,9.9,9.745,9.855,0.4
1035,Ashley Duke,West Chester,9.45,7.584000000000002,2019,0.0,0.0,0.0,-9.45
1036,Hope Masiado,Boise State,9.55,6.970945945945945,2019,9.875,9.693,9.835,0.325
1037,Simone Banen,George Washington,9.7,7.35,2019,9.85,9.667,9.81,0.15
1038,Paige Bachner,Bowling Green,9.525,7.226190476190479,2019,9.575,9.419,0.0,0.05
1039,Chelsea Baker,Southern Conn.,9.4,7.444000000000001,2022,0.0,0.0,0.0,-9.4
1040,Abigail Karolewski,Rutgers,9.525,6.836538461538461,2019,9.6,9.275,0.0,0.075
1041,Melissa Astarita,Penn State,9.725,6.502173913043478,2019,9.925,9.826,9.89,0.2
1042,Alexsis Rubio,Maryland,9.6,6.019117647058824,2019,9.825,9.707,9.785,0.225
1043,Taylor Sell,West Virginia,9.525,6.6855769230769235,2019,0.0,0.0,0.0,-9.525
1044,Alexandra Cucich,New Hampshire,9.625,7.63913043478261,2019,9.775,9.675,9.7,0.15
1045,McKenna Kissinger,West Chester,9.375,6.6818181818181825,2019,9.875,9.752,9.845,0.5
1046,Rebekah Jenkins,Pittsburgh,9.625,7.071,2019,0.0,0.0,0.0,-9.625
1047,Ashleigh Turek,UW-Whitewater,9.4,7.408999999999999,2019,0.0,0.0,0.0,-9.4
1048,Mackenzie Kennedy,Ithaca College,9.425,6.972058823529411,2019,9.8,9.645,9.69,0.375
1049,Kiley Robatin,Pittsburgh,9.425,5.930952380952381,2019,9.775,9.305,9.56,0.35
1050,Adeline Rieder,BYU,9.3,5.747058823529412,2019,9.875,9.827,9.87,0.575
1051,Rose Fanara,West Chester,9.55,6.746296296296297,2019,9.875,9.679,9.83,0.325
1052,Samantha Henry,Cornell,9.725,6.070161290322581,2017,9.925,9.717,9.86,0.2
1053,Caitlyn Kline,Pittsburgh,8.725,5.971666666666667,2021,0.0,0.0,0.0,-8.725
1054,Taylor Cusick,Ursinus College,9.2,5.9825,2019,9.55,9.196,9.295,0.35
1055,Haley Zarett,North Carolina State,9.3,6.492857142857144,2021,0.0,0.0,0.0,-9.3
1056,Kaylin Knapsack,Ursinus College,9.575,6.102777777777778,2019,9.8,9.546,9.73,0.225
1057,Katelyn Goldstrom,Bowling Green,8.3,0.6384615384615385,2019,9.8,9.505,0.0,1.5
1058,Sara Bell,West Chester,9.375,5.994047619047619,2019,0.0,0.0,0.0,-9.375
1059,Cami Klein,Kent State,9.5,6.898529411764707,2019,9.6,9.587,0.0,0.1
1060,Anna Haigis,Kentucky,9.75,7.694565217391304,2021,9.975,9.872,9.93,0.225
1061,Riley Meeks,Yale,9.675,7.3475,2022,9.725,9.365,9.635,0.05
1062,Kassidy Howell,Kentucky,9.55,7.41590909090909,2021,9.0,9.0,0.0,-0.55
1063,Claire Gagliardi,Ohio State,9.675,7.570454545454543,2019,9.925,9.858,9.89,0.25
1064,Emily Carless,Western Michigan,9.55,5.404166666666666,2019,9.75,9.522,9.695,0.2
1065,Stefanie Schweikert,Ball State,9.5,7.5204545454545455,2019,9.725,9.725,0.0,0.225
1066,Morgan McEntire,UW-Whitewater,9.475,6.273684210526316,2021,0.0,0.0,0.0,-9.475
1067,Abby Walsh,Brown,9.5,5.605,2019,9.75,9.568,9.71,0.25
1068,Pixie Brock,Air Force,9.525,6.764516129032257,2019,9.85,9.605,9.765,0.325
1069,Wesley Stephenson,Stanford,9.7,6.273170731707317,2019,0.0,0.0,0.0,-9.7
1070,Lauren Volpe,Ball State,9.4,6.389285714285714,2019,0.0,0.0,0.0,-9.4
1071,Alyssa Nore,UW-Oshkosh,9.175,5.9421875,2019,9.6,9.297,9.435,0.425
1072,Madison Trott,Kent State,9.475,7.309782608695652,2019,9.825,9.673,9.785,0.35
1073,Alyssa Keller,Western Michigan,9.275,4.775,2019,0.0,0.0,0.0,-9.275
1074,Sadie Bish,Texas Woman's,9.575,7.5227272727272725,2019,9.75,9.453,9.655,0.175
1075,Olivia Keller,UW-Oshkosh,9.5,6.435714285714287,2019,9.75,9.524,9.695,0.25
1076,Kaylie Collins,UW-Whitewater,9.15,8.625,2019,9.4,9.4,0.0,0.25
1077,Caitlin Satler,Eastern Michigan,9.575,6.410869565217392,2019,9.9,9.721,9.855,0.325
1078,Kendra Lindway,Kent State,9.175,5.947222222222222,2019,0.0,0.0,0.0,-9.175
1079,Carina Tolan,Iowa,9.55,6.044444444444443,2019,9.825,9.825,0.0,0.275
1080,Emma Lamping,Winona State,9.45,4.7846153846153845,2021,0.0,0.0,0.0,-9.45
1081,Katie Kalland,Hamline,8.7,5.9714285714285715,2019,9.575,9.055,9.225,0.875
1082,Brooke Lutz,UW-Whitewater,9.4,7.661538461538462,2019,0.0,0.0,0.0,-9.4
1083,Kendra Combs,West Virginia,9.75,6.931632653061223,2019,9.95,9.866,9.915,0.2
1084,Leah Jewett,Springfield College,8.675,3.9718750000000003,2019,0.0,0.0,0.0,-8.675
1085,Crystal Gwinn,Bridgeport,9.625,7.495,2019,9.9,9.724,9.865,0.275
1086,Amelia Bailey,Ithaca College,8.5,4.20625,2019,9.75,9.507,9.59,1.25
1087,Jordan Streete,Bridgeport,9.55,6.249999999999999,2019,0.0,0.0,0.0,-9.55
1088,Kaitlyn Lindsay,Springfield College,8.5,5.935,2019,8.35,7.675,0.0,-0.15
1089,Griffin James,Alabama,9.825,7.133522727272727,2021,9.925,9.769,9.88,0.1
1090,Charlise Doctor,Illinois State,9.575,6.67878787878788,2019,9.15,9.15,0.0,-0.425
1091,Elexis Edwards,Ohio State,9.75,7.858333333333334,2021,9.925,9.806,9.92,0.175
1092,Natalie Yang,Pennsylvania,9.275,1.8394736842105264,2019,0.0,0.0,0.0,-9.275
1093,Abby Carpenter,William & Mary,9.45,6.308823529411763,2021,9.825,9.217,9.475,0.375
1094,Valerie Aubley,Cornell,9.55,5.701190476190477,2019,0.0,0.0,0.0,-9.55
1095,Nicole Nebel,Sacramento State,9.5,7.3825,2019,8.9,8.9,0.0,-0.6
1096,Jensie Givens,Alabama,0.0,0.0,2019,0.0,0.0,0.0,0.0
1097,Anyssa Alvarado,BYU,9.65,5.314583333333334,2021,0.0,0.0,0.0,-9.65
1098,Kaiya Lindhardt,UW-Eau Claire,7.725,4.178571428571429,2021,0.0,0.0,0.0,-7.725
1099,Trinity Sawyer,UW-Oshkosh,9.375,6.413333333333333,2021,9.8,9.606,9.67,0.425
1100,Norah Flatley,UCLA,9.8,5.755769230769231,2019,9.975,9.828,9.908,0.175
1101,Megan Ruzicka,North Carolina,9.225,7.025,2019,9.65,9.416,9.49,0.425
1102,Haley Minor,UW-Oshkosh,9.15,6.511764705882353,2019,0.0,0.0,0.0,-9.15
1103,Kaitlyn West,Winona State,9.15,6.918333333333332,2019,9.5,9.204,9.475,0.35
1104,Nicolette DiPrisco,Northern Illinois,9.6,5.744444444444443,2019,9.875,9.809,9.845,0.275
1105,Mei Li Costa,Brown,9.4,7.3100000000000005,2019,0.0,0.0,0.0,-9.4
1106,Kamryn Rodriguez,Cortland State,9.375,4.3125,2019,9.8,9.583,9.745,0.425
1107,Jessica Lopez,Denver,9.6,7.442391304347826,2009,9.925,9.679,9.9,0.325
1108,Donna Howell,Penn State,9.475,6.228846153846155,2021,0.0,0.0,0.0,-9.475
1109,Jacqueline Terpak,Temple,9.575,7.000000000000001,2019,0.0,0.0,0.0,-9.575
1110,Donna Webster,Cornell,9.55,5.596052631578948,2019,9.8,9.541,9.75,0.25
1111,Mallory Mizuki,Illinois,9.675,5.821428571428572,2021,0.0,0.0,0.0,-9.675
1112,Carissa Ludwig,Western Michigan,9.55,5.838636363636363,2019,9.925,9.648,9.87,0.375
1113,Valerie Smith,Air Force,9.4,7.425000000000001,2021,0.0,0.0,0.0,-9.4
1114,Megan Hawkins,UW-La Crosse,9.325,7.286538461538463,2019,0.0,0.0,0.0,-9.325
1115,Emery Summey,North Carolina,9.65,7.1522727272727264,2019,0.0,0.0,0.0,-9.65
1116,Kailin Foland,North Carolina State,9.075,5.275,2019,0.0,0.0,0.0,-9.075
1117,Colby Miller,Ohio State,9.625,5.2875,2019,0.0,0.0,0.0,-9.625
1118,Mayson Bentley,Southern Utah,9.075,7.483928571428572,2021,0.0,0.0,0.0,-9.075
1119,Bailey Lovett,Arkansas,9.8,7.063888888888888,2019,9.95,9.886,9.93,0.15
1120,Carli Orcutt,San Jose State,9.3,4.918181818181818,2019,9.825,9.584,9.77,0.525
1121,Ainsley Prins,Air Force,9.35,4.340625,2021,0.0,0.0,0.0,-9.35
1122,Cally Nixon,Kentucky,9.65,7.067857142857143,2019,0.0,0.0,0.0,-9.65
1123,Hannah Matuszak,Winona State,8.95,8.499999999999998,2019,0.0,0.0,0.0,-8.95
1124,Caileigh Gulotta,William & Mary,8.825,5.7333333333333325,2021,0.0,0.0,0.0,-8.825
1125,Sydney Johnson-Scharpf,Florida,9.7,7.234375,2019,9.9,9.783,9.85,0.2
1126,Grace McCallum,Utah,9.7,7.738541666666665,2022,9.975,9.909,9.95,0.275
1127,Frida Esparza,UCLA,9.425,4.875,2021,9.65,9.65,0.0,0.225
1128,Hadley Roberts,Lindenwood,9.05,3.7083333333333335,2021,9.85,9.755,9.81,0.8
1129,Ariana Castrence,Temple,9.425,7.084615384615386,2019,9.9,9.526,9.86,0.475
1130,Sunisa Lee,Auburn,9.575,7.3775,2022,9.975,9.927,9.955,0.4
1131,Lindsay Chia,Yale,9.05,9.025,2019,9.875,9.815,9.85,0.825
1132,Rachel Baumann,Georgia,9.875,6.5531250000000005,2019,10.0,9.782,9.94,0.125
1133,Jada Mazury,San Jose State,9.425,8.9,2021,9.925,9.847,9.9,0.5
1134,Katarina Derrick,Arkansas,9.55,7.099137931034482,2019,0.0,0.0,0.0,-9.55
1135,Mikayla Magee,Georgia,9.75,6.723333333333334,2019,9.9,9.762,9.845,0.15
1136,Mackenzie Velarde,Winona State,7.0,7.0,2019,8.7,8.7,0.0,1.7
1137,Mackenzie Vance,Iowa,9.4,6.525,2019,9.575,9.262,0.0,0.175
1138,Rachel Lewellen,UW-Whitewater,9.3,6.835714285714287,2019,0.0,0.0,0.0,-9.3
1139,Abby Heiskell,Michigan,9.775,7.562857142857143,2019,9.975,9.854,9.942,0.2
1140,Drew Aldridge,North Carolina,9.625,7.40625,2019,8.95,8.95,0.0,-0.675
1141,Makayla Maxwell,Iowa State,9.65,7.0892857142857135,2021,0.0,0.0,0.0,-9.65
1142,Kendal Toy,Yale,9.525,5.821875,2019,9.825,8.96,9.77,0.3
1143,Grace Quinn,California,0.0,0.0,2021,9.95,9.837,9.93,9.95
1144,Frances Bidwill,Missouri,9.625,6.291666666666666,2019,0.0,0.0,0.0,-9.625
1145,Margzetta Frazier,UCLA,9.425,6.285,2019,9.95,9.872,9.925,0.525
1146,Morgan Hoang,Stanford,9.825,7.442857142857144,2019,9.925,9.771,9.905,0.1
1147,Stephanie Tervort,Southern Utah,8.925,5.140384615384614,2019,9.775,9.525,0.0,0.85
1148,Alexis Vasquez,Denver,9.7,6.609999999999999,2019,9.75,9.575,0.0,0.05
1149,Maddie Quarles,Minnesota,9.9,6.7025,2021,9.95,9.925,0.0,0.05
1150,Danielle Malecha,UW-Eau Claire,8.325,5.433333333333334,2019,0.0,0.0,0.0,-8.325
1151,Maya Bordas,California,9.8,7.1812499999999995,2019,9.95,9.829,9.885,0.15
1152,Alonna Kratzer,Missouri,9.1,6.230357142857143,2022,9.85,9.812,0.0,0.75
1153,Mallory Walerko,UW-Eau Claire,7.3,7.3,2021,0.0,0.0,0.0,-7.3
1154,Clare Collins,Ball State,9.525,6.987962962962962,2016,9.85,9.56,9.83,0.325
1155,Sarah Barron,BYU,9.0,6.328571428571429,2022,0.0,0.0,0.0,-9.0
1156,Hannah Baddick,New Hampshire,9.75,7.291071428571429,2019,0.0,0.0,0.0,-9.75
1157,Grace Waguespack,Stanford,9.6,7.097857142857142,2019,0.0,0.0,0.0,-9.6
1158,Morgan Tong,Central Michigan,9.05,9.05,2019,9.825,9.621,9.77,0.775
1159,Maya Fernando,Winona State,8.75,8.625,2019,0.0,0.0,0.0,-8.75
1160,Gabrielle Pitt,Ursinus College,8.0,8.0,2019,8.675,8.675,0.0,0.675
1161,Amanda Elswick,Arkansas,9.7,6.959259259259259,2019,9.875,9.718,9.81,0.175
1162,Sophie Parquet,Springfield College,9.525,7.102777777777777,2022,9.775,9.433,9.605,0.25
1163,Jenny Jackson,Centenary College,9.425,7.180681818181818,2018,9.675,9.293,9.55,0.25
1164,Lynnzee Brown,Denver,9.725,7.315322580645161,2018,10.0,9.902,9.98,0.275
1165,Kyana George,California,9.825,6.900625,2018,9.975,9.859,9.95,0.15
1166,Lexi Graber,Alabama,9.75,7.290957446808509,2018,9.975,9.899,9.963,0.225
1167,Rachael Flam,Stanford,9.825,7.172448979591838,2018,9.9,9.735,9.875,0.075
1168,Evy Schoepfer,Oklahoma,9.825,7.140540540540539,2018,9.9375,9.838,9.915,0.113
1169,Kaitlyn Yanish,Oregon State,9.85,7.238235294117647,2018,9.975,9.792,9.945,0.125
1170,Lauren Navarro,Stanford,9.825,7.779166666666666,2018,9.85,9.786,9.83,0.025
1171,Lea Mitchell,Michigan State,9.7,7.378947368421053,2018,9.925,9.815,9.9,0.225
1172,Luisa Blanco,Alabama,9.725,7.237500000000001,2021,9.975,9.9,9.95,0.25
1173,Alonza Klopfer,Alabama,9.7,6.891666666666668,2018,9.9,9.723,9.83,0.2
1174,Mikaela Meyer,Utah State,9.6,7.825,2018,9.825,9.671,9.785,0.225
1175,Drew Watson,Auburn,9.725,6.709523809523808,2018,9.925,9.798,9.895,0.2
1176,Ona Loper,Minnesota,9.75,7.548749999999999,2018,9.95,9.865,9.95,0.2
1177,Lexy Ramler,Minnesota,9.7,6.948275862068965,2018,9.975,9.858,9.94,0.275
1178,Jenna Swartzentruber,Ohio State,9.625,7.195512820512819,2018,9.9,9.581,0.0,0.275
1179,Nina Schank,California,9.675,6.718181818181817,2018,9.9,9.76,9.84,0.225
1180,Belle Huang,Rutgers,9.65,7.504285714285714,2018,9.975,9.834,9.925,0.325
1181,Anastasia Webb,Oklahoma,9.75,7.3076923076923075,2018,9.9625,9.898,9.953,0.213
1182,Sophia Carter,Arkansas,9.7,7.516406249999999,2018,9.95,9.839,9.95,0.25
1183,Haley Brechwald,Pittsburgh,9.675,6.478448275862069,2018,9.925,9.855,9.88,0.25
1184,Payton Bellows,Arizona,9.65,6.161875,2018,9.875,9.72,0.0,0.225
1185,Taylor Lawson,Stanford,9.8,7.686904761904762,2018,9.95,9.812,9.905,0.15
1186,Alexia Burch,Utah,9.8,7.524137931034484,2018,9.85,9.775,0.0,0.05
1187,Lauren Farley,Michigan,9.7,7.234999999999999,2018,9.85,9.715,0.0,0.15
1188,Ella Warren,Kentucky,9.625,7.172115384615385,2018,9.9,9.78,9.873,0.275
1189,Tatum Bruden,Boise State,9.725,7.584756097560974,2018,9.925,9.808,9.855,0.2
1190,Jamie Panchak,UC Davis,9.625,6.425000000000001,2018,9.625,9.625,0.0,0.0
1191,Morgan Spence,Western Michigan,9.625,5.098750000000001,2018,9.875,9.746,9.825,0.25
1192,Anne Maxim,Michigan State,9.75,7.183783783783785,2018,9.075,9.075,0.0,-0.675
1193,Isabelle Fox,Alaska,9.5,6.627272727272727,2018,9.875,9.664,9.815,0.375
1194,Jada Rondeau,Eastern Michigan,9.675,7.470833333333334,2018,9.9,9.785,9.88,0.225
1195,Sarah Shirley,Western Michigan,9.625,7.296875,2018,9.675,9.325,0.0,0.05
1196,Haley Pitou,BYU,9.45,6.589516129032259,2018,0.0,0.0,0.0,-9.45
1197,Kayla Baddeley,UIC,9.525,7.046428571428572,2018,9.875,9.711,9.84,0.35
1198,Darby Nelson,Pennsylvania,9.6,6.9525000000000015,2018,9.85,9.669,9.8,0.25
1199,Geneva Thompson,Washington,9.725,7.503571428571431,2019,9.9,9.668,9.88,0.175
1200,Audrey Barber,Maryland,9.625,7.466911764705881,2018,9.95,9.828,9.915,0.325
1201,Hannah Nipp,Southern Utah,9.6,7.1284090909090905,2018,9.95,9.744,9.905,0.35
1202,Ashley Smith,Auburn,9.625,6.694366197183099,2018,9.85,9.687,9.81,0.225
1203,Alissa Bonsall,Penn State,9.675,7.00514705882353,2018,9.875,9.698,9.865,0.2
1204,Ashley Albrecht,UIC,9.65,7.061206896551723,2018,9.875,9.713,9.815,0.225
1205,Kylie Dickson,Alabama,9.75,6.260227272727274,2018,0.0,0.0,0.0,-9.75
1206,Autumn DeHarde,Utah State,9.85,7.526282051282052,2018,9.925,9.843,9.9,0.075
