,Name,School,L10_High_FX,L10_Ave_FX,Freshman,NCAA_High_FX,NCAA_Ave_FX,FX_nqs,FX_delta
1578,Hailey Poland,Kentucky,9.675,7.340476190476192,2017,9.875,9.796,9.86,0.2
1579,Breanna Fitzke,Iowa,9.45,6.820535714285715,2018,9.85,9.662,9.765,0.4
1580,Courtney Kamberalis,Brockport,9.05,4.029545454545455,2018,9.1,9.012,0.0,0.05
1581,Erica Fontaine,West Virginia,9.725,7.725000000000001,2018,9.85,9.761,9.83,0.125
1582,Lucy Jones,Pittsburgh,9.525,5.842045454545454,2017,0.0,0.0,0.0,-9.525
1583,Hunter Vincent,Texas Woman's,9.5,6.949999999999998,2017,0.0,0.0,0.0,-9.5
1584,Rachel Dugan,Pittsburgh,9.25,7.347727272727273,2017,0.0,0.0,0.0,-9.25
1585,Natalie Borden,Pennsylvania,8.85,1.3565789473684209,2017,0.0,0.0,0.0,-8.85
1586,Molly Russ,Iowa State,9.65,7.380263157894738,2017,9.875,9.655,9.86,0.225
1587,Emma Cullen,Pennsylvania,9.35,5.0225,2017,0.0,0.0,0.0,-9.35
1588,Maddie Nowak,UIC,9.2,9.01875,2017,0.0,0.0,0.0,-9.2
1589,Jessica Ahrens,UW-La Crosse,9.15,6.833928571428571,2017,9.35,9.287,0.0,0.2
1590,Alyssa Wiggle,Illinois State,9.5,6.773333333333334,2017,9.725,9.634,9.72,0.225
1591,Nina Martucci,Northern Illinois,9.275,5.893055555555556,2018,0.0,0.0,0.0,-9.275
1592,Kennedy Utz,Winona State,9.125,5.904166666666667,2017,9.725,9.328,9.6,0.6
1593,Rachel Gurgiolo,Brockport,9.125,7.387500000000001,2017,8.5,8.5,0.0,-0.625
1594,Madison Solka,Illinois State,9.425,8.933333333333334,2017,9.85,9.578,9.76,0.425
1595,Caroline Mitsch,Pennsylvania,8.7,5.627272727272727,2017,0.0,0.0,0.0,-8.7
1596,Heidi Sand,Air Force,9.25,6.606666666666667,2018,9.85,9.573,9.78,0.6
1597,Zoey Packard,Towson,9.0,5.747222222222222,2019,0.0,0.0,0.0,-9.0
1598,Brooke Kachinsky,UW-La Crosse,9.35,7.301923076923076,2018,0.0,0.0,0.0,-9.35
1599,Keylea Brothers,Southern Conn.,9.15,5.794444444444443,2017,9.8,9.592,9.74,0.65
1600,Gabby Williams,Kent State,9.1,6.781666666666667,2017,9.75,9.331,9.41,0.65
1601,Sierra Beaver,UW-Stout,8.875,5.311842105263157,2017,9.6,9.275,9.525,0.725
1602,Danielle Bisbikis,Western Michigan,9.0,7.04,2017,0.0,0.0,0.0,-9.0
1603,Kenna Skepnek,S.E. Missouri,9.225,6.1,2018,9.75,9.359,9.435,0.525
1604,Kailee Willhalm,UW-Oshkosh,9.125,4.877380952380952,2017,0.0,0.0,0.0,-9.125
1605,Erika Marr,William & Mary,9.05,3.37,2017,0.0,0.0,0.0,-9.05
1606,Jacqueline Kutcher,Southern Conn.,9.0,6.407812500000001,2017,0.0,0.0,0.0,-9.0
1607,Autumn Snape,Ursinus College,9.325,6.421874999999999,2017,9.35,9.16,9.265,0.025
1608,Maci Prescott,Cornell,8.75,8.616666666666667,2017,9.775,9.544,9.705,1.025
1609,Genna Orlik,Cortland State,8.8,8.443750000000001,2017,0.0,0.0,0.0,-8.8
1610,Isabella Antonangeli,Southern Conn.,9.1,6.2857142857142865,2017,0.0,0.0,0.0,-9.1
1611,Anna Salamone,Air Force,9.5,7.413333333333332,2017,0.0,0.0,0.0,-9.5
1612,Miyuki Matsune,Seattle Pacific,9.5,6.9187499999999975,2017,9.675,9.407,9.565,0.175
1613,Alexis Belkoff,Sacramento State,9.45,6.9125,2017,9.8,9.564,9.775,0.35
1614,Megan McBride,Southern Utah,9.525,7.940384615384615,2017,9.875,9.792,0.0,0.35
1615,Mercedez Sanchez,San Jose State,9.1,6.937499999999999,2021,0.0,0.0,0.0,-9.1
1616,Alexandra Dudschus,California,9.725,6.779166666666666,2017,9.825,9.683,0.0,0.1
1617,Tara Catour,Sacramento State,9.65,7.646874999999999,2017,9.85,9.385,9.645,0.2
1618,Raine Gordon,North Carolina,9.525,7.371093750000001,2018,0.0,0.0,0.0,-9.525
1619,Sofia Menemenlis,Yale,9.525,7.697916666666667,2017,9.675,9.442,9.395,0.15
1620,Daisy Todd,Temple,9.45,7.642307692307693,2017,9.775,9.635,9.675,0.325
1621,McKenna Morrell,Boise State,9.55,7.658333333333333,2017,9.125,9.125,0.0,-0.425
1622,Lena Wirth,Seattle Pacific,9.325,4.297058823529412,2017,0.0,0.0,0.0,-9.325
1623,Tessa Otuafi,Boise State,9.575,6.711842105263158,2018,9.375,9.375,0.0,-0.2
1624,Hope Parkin,Texas Woman's,9.7,6.334210526315788,2017,9.825,9.415,9.62,0.125
1625,Chelsey Andrada,San Jose State,9.375,6.502777777777778,2017,9.875,9.697,9.81,0.5
1626,Leah Perrino,San Jose State,9.35,7.070833333333333,2017,9.625,9.13,0.0,0.275
1627,Emily Carr,Cornell,9.25,4.93125,2018,0.0,0.0,0.0,-9.25
1628,Madison Howlett,Southern Utah,9.575,6.46375,2018,0.0,0.0,0.0,-9.575
1629,Jamie Antinori,North Carolina,9.1,6.175000000000001,2017,9.825,9.508,9.735,0.725
1630,Brittany Jeppesen,Utah State,9.5,5.50875,2017,0.0,0.0,0.0,-9.5
1631,Zahra Lawal,Seattle Pacific,8.9,5.468750000000001,2017,0.0,0.0,0.0,-8.9
1632,Lauren Ramirez,Bridgeport,9.775,6.942307692307692,2018,0.0,0.0,0.0,-9.775
1633,Megan Tripp,Pittsburgh,9.625,7.373484848484847,2017,0.0,0.0,0.0,-9.625
1634,Diana Manzano,Brown,9.5,6.775000000000001,2018,9.725,9.712,0.0,0.225
1635,Averie Brook,Arizona State,9.525,5.7441176470588236,2017,9.725,9.463,9.41,0.2
1636,Megan Dennis,S.E. Missouri,9.4,5.28125,2018,0.0,0.0,0.0,-9.4
1637,Kylie Kratchwell,New Hampshire,9.375,6.532894736842104,2021,0.0,0.0,0.0,-9.375
1638,Allison Smith,Eastern Michigan,9.475,5.214285714285715,2018,9.8,9.611,9.755,0.325
1639,Mikayla Robinson,North Carolina,9.7,7.090625,2017,9.925,9.756,9.88,0.225
1640,Ava Watkins,New Hampshire,9.575,7.321153846153846,2017,9.9,9.72,9.86,0.325
1641,Yasmin Eubanks,Temple,9.55,8.71,2017,9.775,9.664,9.675,0.225
1642,Rebecca Chong,Yale,9.575,6.981250000000001,2017,9.85,9.611,9.785,0.275
1643,Ashley Szafranski,Arizona State,9.5,5.196874999999999,2017,0.0,0.0,0.0,-9.5
1644,Jaylene Everett,Temple,9.425,6.598333333333331,2017,9.925,9.711,9.855,0.5
1645,Sarah McCarty,Kent State,9.575,7.2875,2017,9.925,9.655,9.87,0.35
1646,Emma Karas,Rutgers,9.25,6.722727272727272,2018,0.0,0.0,0.0,-9.25
1647,Courtney Pearson,Ursinus College,9.375,7.245,2017,9.05,9.05,0.0,-0.325
1648,Erin Howell,Brown,9.2,7.172499999999999,2017,0.0,0.0,0.0,-9.2
1649,Alyssa Klock,Brockport,9.1,6.085,2017,9.45,8.856,0.0,0.35
1650,Paige Beckley,Brockport,9.325,7.676785714285716,2017,8.55,8.55,0.0,-0.775
1651,Sydne Powers,West Chester,9.025,6.96,2017,0.0,0.0,0.0,-9.025
1652,Natalie Onderko,West Chester,8.875,4.391304347826087,2017,0.0,0.0,0.0,-8.875
1653,Shannon Farrell,Rutgers,9.35,5.772500000000001,2018,9.8,9.485,9.67,0.45
1654,Alecia Petrikis,Pittsburgh,9.525,7.371250000000001,2017,9.875,9.719,9.825,0.35
1655,Natalia Nottingham,Cornell,9.375,6.550000000000001,2017,9.7,9.488,9.645,0.325
1656,Lauren Ritter,Ohio State,8.65,4.6022727272727275,2010,9.4,9.4,0.0,0.75
1657,Dorothy Mims,Centenary College,9.475,7.657142857142857,2019,0.0,0.0,0.0,-9.475
1658,Kendal Moss,Auburn,9.7,5.309821428571429,2017,0.0,0.0,0.0,-9.7
1659,Erynne Allen,Penn State,9.475,6.773684210526315,2019,9.875,9.744,9.81,0.4
1660,Alexis Olivier,Western Michigan,8.975,4.7821428571428575,2019,0.0,0.0,0.0,-8.975
1661,Darian Burns,Seattle Pacific,9.4,7.03125,2017,9.9,9.651,9.87,0.5
1662,Grace Arnold,Gustavus Adolphus,9.3,6.0625,2017,0.0,0.0,0.0,-9.3
1663,Megan Tran,Winona State,9.425,7.363541666666667,2017,9.525,9.176,9.48,0.1
1664,Hallie Peele,Pittsburgh,9.65,7.489285714285715,2017,0.0,0.0,0.0,-9.65
1665,Hailey Mesmer,North Carolina State,9.375,7.523076923076924,2017,8.65,8.413,0.0,-0.725
1666,Kendall Arasmith,Centenary College,9.075,5.679411764705882,2017,9.225,8.125,0.0,0.15
1667,Mekyllah Williams,North Carolina,9.025,6.779545454545455,2017,0.0,0.0,0.0,-9.025
1668,Delia Ardoin,Centenary College,9.35,6.5375000000000005,2017,0.0,0.0,0.0,-9.35
1669,Shaquilla Payne,UW-Stout,9.4,5.942647058823529,2018,0.0,0.0,0.0,-9.4
1670,Rachael Mastrangelo,California,9.575,5.8205882352941165,2017,9.85,9.781,9.795,0.275
1671,Haley Roy,Washington,9.65,7.09396551724138,2017,9.85,9.737,9.715,0.2
1672,Sofie Riley,Alaska,9.125,5.824999999999999,2017,0.0,0.0,0.0,-9.125
1673,Sienna Brane,Seattle Pacific,9.325,3.832692307692308,2017,0.0,0.0,0.0,-9.325
1674,Hayley Porter,Central Michigan,9.575,6.236363636363637,2017,0.0,0.0,0.0,-9.575
1675,Nina Whittaker,Bridgeport,9.375,6.434722222222222,2017,9.8,9.617,9.685,0.425
1676,Kayleigh Dugan,Brockport,9.05,6.458333333333332,2017,0.0,0.0,0.0,-9.05
1677,Tali Twomey,Springfield College,8.7,8.325000000000001,2017,9.9,9.634,9.82,1.2
1678,Morgan Bixler,Maryland,9.325,4.944047619047618,2017,0.0,0.0,0.0,-9.325
1679,Taylor Campagnone,Springfield College,9.225,5.770588235294118,2017,9.725,9.299,9.545,0.5
1680,Kalyany Steele,UCLA,9.55,5.154166666666667,2021,0.0,0.0,0.0,-9.55
1681,Sarah Boyd,West Chester,9.3,6.706250000000001,2017,9.75,9.621,9.715,0.45
1682,Baylee Tkaczuk,UW-Oshkosh,9.3,6.886363636363637,2017,9.5,8.714,9.0,0.2
1683,Marisa Scholtens,UW-Oshkosh,9.075,6.05735294117647,2017,0.0,0.0,0.0,-9.075
1684,Karen King,UW-Oshkosh,0.0,0.0,2017,8.875,8.575,0.0,8.875
1685,Samia Taylor,Winona State,9.15,6.317857142857143,2017,0.0,0.0,0.0,-9.15
1686,Olivia Hirsch,Centenary College,9.25,8.75625,2017,9.75,9.519,9.65,0.5
1687,Evelyn Patient,Cornell,9.25,4.889285714285714,2019,0.0,0.0,0.0,-9.25
1688,Danielle Bisbikis,Western Michigan,9.0,7.04,2017,0.0,0.0,0.0,-9.0
1689,Mikala Bugge,UW-Stout,9.575,7.832142857142856,2017,9.825,9.494,9.7,0.25
1690,Savannah Farrell,UW-La Crosse,9.3,5.485714285714284,2017,0.0,0.0,0.0,-9.3
1691,Megan Fayler,UW-Eau Claire,0.0,0.0,2017,0.0,0.0,0.0,0.0
1692,Julia Huebert,Minnesota,9.45,6.8215517241379295,2017,8.975,8.787,0.0,-0.475
1693,Mary Graceyn Gordon,William & Mary,9.375,6.507142857142856,2018,9.75,9.565,0.0,0.375
1694,McKinley Pavicic,Utah State,9.575,6.786363636363636,2018,0.0,0.0,0.0,-9.575
1695,Shelby Schumaker,Brockport,9.35,7.213333333333333,2018,9.775,9.615,9.705,0.425
1696,Ashlyn Laclair,Kentucky,8.0,8.0,2022,9.875,9.662,9.62,1.875
1697,Peyton Hinterberger,Ohio State,9.575,6.63913043478261,2018,9.85,9.625,9.765,0.275
1698,Cami Bea Austin,Centenary College,9.3,6.858823529411765,2017,9.825,9.546,9.795,0.525
1699,Jamie Antinori,North Carolina,9.1,6.175000000000001,2017,9.825,9.508,9.735,0.725
1700,Sierra Hassel,Nebraska,9.625,6.430681818181818,2017,9.925,9.715,9.895,0.3
1701,Eleanor LaFountain,Ursinus College,9.25,4.793181818181818,2017,9.825,9.633,9.775,0.575
1702,Mary Nicholson,Missouri,9.7,7.772916666666666,2018,9.9,9.805,9.865,0.2
1703,Annie Kustoff,Iowa,9.125,3.8613636363636363,2018,0.0,0.0,0.0,-9.125
1704,Emily Milliet,Lindenwood,9.55,4.299999999999999,2017,9.675,9.675,0.0,0.125
1705,Carly Israel,Yale,9.575,6.672727272727274,2018,0.0,0.0,0.0,-9.575
1706,Sarah Liddle,UC Davis,9.55,5.864285714285714,2017,9.825,9.689,9.75,0.275
1707,Rachel Schuelke-Lombardi,UC Davis,9.6,6.070833333333333,2022,0.0,0.0,0.0,-9.6
1708,Sierra Coonts,UW-Stout,8.8,4.841666666666667,2018,0.0,0.0,0.0,-8.8
1709,Abby Johnston,Nebraska,9.425,9.425,2019,9.925,9.76,9.875,0.5
1710,Jade Degouveia,Oklahoma,0.0,0.0,2017,9.975,9.827,9.925,9.975
1711,Ashley Scarantino,Cortland State,8.775,8.641666666666667,2018,0.0,0.0,0.0,-8.775
1712,Leah Messelt,Winona State,9.075,6.141666666666667,2017,9.6,9.268,9.48,0.525
1713,Megan Fayler,UW-Eau Claire,0.0,0.0,2017,0.0,0.0,0.0,0.0
1714,Cassie Ehmann,UW-Stout,0.0,0.0,2018,0.0,0.0,0.0,0.0
1715,Emma Johnson,Maryland,9.575,6.319827586206897,2017,9.8,9.45,9.38,0.225
1716,Cassidy Marquette,Ithaca College,9.3,6.3125,2018,9.65,9.35,9.53,0.35
1717,Kerra Masella,Temple,9.05,4.894444444444445,2017,8.9,8.9,0.0,-0.15
1718,Felicia Hano,UCLA,9.65,7.506666666666666,2017,10.0,9.847,9.942,0.35
1719,Madison Iannuzzo,Kent State,9.15,4.321875,2019,9.775,9.629,9.625,0.625
1720,Maddie Johnson,BYU,8.65,5.7,2009,9.825,9.709,9.71,1.175
1721,Amy Eck,Brockport,9.05,8.766666666666667,2018,0.0,0.0,0.0,-9.05
1722,Alexis Allen,North Carolina,9.275,7.469642857142857,2017,0.0,0.0,0.0,-9.275
1723,Breanna Murray,Winona State,9.425,6.7875,2017,9.55,9.17,9.465,0.125
1724,Deanna Magro,Maryland,9.325,6.005263157894736,2017,0.0,0.0,0.0,-9.325
1725,Karen Howell,Illinois,9.75,7.304629629629629,2017,9.9,9.711,9.89,0.15
1726,Cora Geiger,Winona State,0.0,0.0,2018,0.0,0.0,0.0,0.0
1727,Rebecca Moore,Southern Utah,8.65,8.65,2011,0.0,0.0,0.0,-8.65
1728,Amanda Pedicelli,Towson,7.3,7.3,2022,9.525,9.525,0.0,2.225
1729,Maddison Smith,Cornell,9.35,9.05,2018,9.875,9.787,9.845,0.525
1730,Jada Czysz-DeBoer,Hamline,0.0,0.0,2018,9.475,7.625,0.0,9.475
1731,Bridget Dean,LSU,9.8,6.835714285714286,2019,9.9,9.784,9.81,0.1
1732,Elyse Ryden,Ithaca College,0.0,0.0,2017,0.0,0.0,0.0,0.0
1733,Gabrielle Gallentine,Florida,9.5,9.4625,2021,0.0,0.0,0.0,-9.5
1734,Shania Adams,Alabama,9.475,5.528125,2021,9.9,9.728,9.852,0.425
1735,Brehanna Showers,Oklahoma,9.75,3.1866666666666665,2018,9.925,9.778,9.885,0.175
1736,Katey Digiacomo,Illinois State,8.45,8.45,2018,0.0,0.0,0.0,-8.45
1737,Haylee Courson,Southern Conn.,8.7,8.45,2017,8.85,8.85,0.0,0.15
1738,Morgan Hart,Arizona State,9.675,7.053125,2017,9.8,9.491,9.635,0.125
1739,Chloe Lorange,Nebraska,9.15,9.15,2021,9.8,9.566,9.615,0.65
1740,Halli Briscoe,Oregon State,9.25,5.825,2018,0.0,0.0,0.0,-9.25
1741,Melissa Temkov,Towson,9.55,9.258333333333333,2017,9.875,9.644,9.84,0.325
1742,Dahlia Solorzano-Caruso,S.E. Missouri,9.325,9.325,2021,9.9,9.714,9.822,0.575
1743,Serena Baker,UIC,8.95,8.524999999999999,2017,9.675,9.461,9.51,0.725
1744,Emily Kelly,Kent State,8.85,4.780555555555556,2018,0.0,0.0,0.0,-8.85
1745,Katie Bailey,Alabama,9.75,6.651612903225805,2014,9.925,9.813,9.895,0.175
1746,Jah'Liyah Bedminster,LIU,9.125,9.125,2021,9.85,9.656,9.775,0.725
1747,Taylor Jackson,Springfield College,9.05,8.8625,2017,0.0,0.0,0.0,-9.05
1748,Angel Zhong,BYU,8.95,8.175,2017,0.0,0.0,0.0,-8.95
1749,Taylor Chan,San Jose State,9.7,9.280000000000001,2017,9.925,9.861,9.9,0.225
1750,Ashlyn Kirby,LSU,9.725,6.5669642857142865,2017,9.925,9.825,9.87,0.2
1751,Mallory Leneave,Minnesota,9.55,9.55,2021,9.925,9.795,9.86,0.375
1752,Kaitlyn Hall,Rutgers,9.6,6.902631578947368,2017,0.0,0.0,0.0,-9.6
1753,Grace Garcia,Stanford,9.475,6.890384615384615,2019,0.0,0.0,0.0,-9.475
1754,Kendra Benak,S.E. Missouri,9.0,5.725,2017,0.0,0.0,0.0,-9.0
1755,Isabelle Wittebort,Michigan State,9.35,9.13125,2018,0.0,0.0,0.0,-9.35
1756,Alex Johnston,Bowling Green,9.2,6.590624999999999,2017,0.0,0.0,0.0,-9.2
1757,Sabrina Vega,Georgia,9.25,4.625,2017,9.975,9.877,9.96,0.725
1758,Katrina Coca,Kentucky,9.625,7.48375,2016,9.775,9.731,0.0,0.15
1759,Tess Zientek,Towson,0.0,0.0,2018,9.775,9.534,9.66,9.775
1760,Alicia Boren,Florida,9.85,7.629310344827585,2016,9.975,9.907,9.955,0.125
1761,Macy Toronjo,UCLA,9.825,7.05,2017,9.95,9.781,9.88,0.125
1762,Kirah Koshinski,West Virginia,9.825,7.793939393939394,2016,9.975,9.871,9.94,0.15
1763,Emma McLean,Michigan,9.725,6.942500000000001,2016,9.975,9.857,9.94,0.25
1764,Olivia Karas,Michigan,9.775,7.348529411764705,2016,9.95,9.831,9.945,0.175
1765,Sarah Means,Boise State,9.675,7.33804347826087,2016,9.85,9.831,9.85,0.175
1766,Jamie Stone,Ohio State,9.7,6.577678571428573,2016,9.95,9.692,9.915,0.25
1767,Sabrina Garcia,Penn State,9.75,6.920967741935486,2016,9.9,9.794,9.895,0.15
1768,Sylvie Seilnacht,California,9.625,6.077499999999999,2016,9.9,9.707,9.835,0.275
1769,Jackie Sampson,Sacramento State,9.575,7.163392857142858,2016,9.825,9.642,9.73,0.25
1770,Erika Muhaw,Utah,9.8,7.426851851851852,2016,0.0,0.0,0.0,-9.8
1771,Jenna Bresette,Alabama,9.75,6.990625000000001,2016,9.075,9.075,0.0,-0.675
1772,Meredith LaRoche,Illinois State,9.75,7.098437499999999,2016,9.9,9.606,9.835,0.15
1773,Alexa Phillips,North Carolina State,9.6,7.0093749999999995,2016,9.9,9.817,9.895,0.3
1774,Caitlyn Fillard,North Carolina State,9.725,7.152777777777778,2016,9.85,9.696,9.835,0.125
1775,Sydney Converse,Iowa State,9.725,7.283333333333335,2016,9.875,9.506,9.67,0.15
1776,Amanda Huang,Ohio State,9.575,7.55952380952381,2017,9.85,9.669,9.805,0.275
1777,Haylee Roe,Illinois,9.775,7.386805555555556,2016,9.9,9.739,9.855,0.125
1778,Ciara Gresham,Eastern Michigan,9.675,7.554032258064516,2016,9.875,9.675,9.85,0.2
1779,Morgan Porter,Missouri,9.65,6.71375,2016,9.95,9.839,9.905,0.3
1780,Kaitlin Green,Cornell,9.65,6.682758620689657,2016,0.0,0.0,0.0,-9.65
1781,Sarah Lippowitsch,Kent State,9.5,7.331250000000001,2016,0.0,0.0,0.0,-9.5
1782,Meaghan Sievers,Iowa State,9.625,7.0425,2016,9.925,9.777,9.895,0.3
1783,Claire Kern,Denver,9.65,7.418103448275863,2016,9.825,9.68,9.81,0.175
1784,Sienna Crouse,Nebraska,9.55,7.009615384615385,2018,9.95,9.877,9.935,0.4
1785,Michaelee Turner,Missouri,9.675,6.9074074074074066,2016,9.9,9.683,9.865,0.225
1786,Maya Washington,Washington,9.8,7.957999999999999,2017,9.95,9.842,9.905,0.15
1787,Shannon McNatt,Utah,9.725,7.28076923076923,2017,0.0,0.0,0.0,-9.725
1788,Kaprece Nadonza,San Jose State,9.225,6.515625,2017,0.0,0.0,0.0,-9.225
1789,Maggie Tamburro,North Carolina State,9.525,7.769642857142857,2016,9.75,9.375,9.3,0.225
1790,Brittany West,Pittsburgh,9.75,7.3836206896551735,2016,9.775,9.6,9.69,0.025
1791,Skyler Sheppard,Arizona,9.575,7.026923076923078,2016,9.875,9.483,9.865,0.3
1792,Allison Bower,Missouri,9.575,6.187500000000001,2016,9.925,9.788,9.865,0.35
1793,Angelina Giancroce,Alabama,9.825,7.201612903225806,2016,9.875,9.682,9.75,0.05
1794,Lyanda Dudley,Cornell,9.4,7.454545454545456,2016,9.9,9.722,9.85,0.5
1795,Rose Piorkowski,Iowa,9.6,6.718,2016,0.0,0.0,0.0,-9.6
1796,Stephanie Brock,Penn State,9.65,6.632142857142858,2011,9.625,9.537,0.0,-0.025
1797,Tess McCracken,Penn State,9.65,6.8144230769230765,2017,9.85,9.505,9.67,0.2
1798,Ashley Hiller,Florida,9.575,6.9703125,2016,9.775,9.531,0.0,0.2
1799,Amanda Cheney,Florida,9.475,6.452083333333334,2016,0.0,0.0,0.0,-9.475
1800,Lauryn Mattson,Arizona,9.5,7.2413043478260875,2016,9.925,9.766,9.85,0.425
1801,Rachel Binkley,Western Michigan,9.675,6.869736842105262,2016,9.8,9.69,9.725,0.125
1802,Sidney Dukes,Kentucky,9.75,6.680208333333333,2016,9.925,9.851,9.925,0.175
1803,Corinne Belkoff,Arizona State,9.6,7.435483870967738,2016,9.9,9.741,9.885,0.3
1804,Jenna Squillo,UIC,9.55,7.102941176470588,2016,9.75,9.598,9.705,0.2
1805,Brooke Kelly,Missouri,9.5,5.425925925925926,2016,9.825,9.618,9.79,0.325
1806,Julia McLaughlin,George Washington,9.475,7.052,2016,0.0,0.0,0.0,-9.475
1807,Michelle Amoresano,Rutgers,9.675,7.413541666666666,2016,9.85,9.644,9.815,0.175
1808,Janelle McClelland,Ohio State,9.4,7.25,2016,9.9,9.741,9.89,0.5
1809,Monica Riley,Washington,9.65,6.9830357142857125,2017,9.85,9.625,9.7,0.2
1810,India Anderson,Temple,9.525,7.522619047619048,2016,9.9,9.761,9.87,0.375
1811,Krista Collins,Pittsburgh,9.55,7.211206896551725,2016,0.0,0.0,0.0,-9.55
1812,Aya Suzuki,UC Davis,9.45,6.742391304347824,2016,9.8,9.669,9.72,0.35
1813,Rachael Donovan,Illinois,9.55,6.004411764705882,2016,9.6,9.6,0.0,0.05
1814,Chelsea Shu,California,9.675,7.147115384615385,2017,9.95,9.775,9.85,0.275
1815,Kelly Martin,Iowa State,9.375,6.528289473684211,2016,9.725,9.617,0.0,0.35
1816,Kaitlyn Szafranski,Arizona State,9.8,7.846428571428572,2018,9.925,9.779,9.86,0.125
1817,Yasmine Yektaparast,UC Davis,9.75,7.247727272727274,2016,9.9,9.747,9.875,0.15
1818,Diana Chesnok,Denver,9.6,7.393750000000001,2016,0.0,0.0,0.0,-9.6
1819,Madeleine Huber,Missouri,9.5,5.3694444444444445,2016,9.875,9.622,9.83,0.375
1820,Kaylin Mancari,Alaska,9.425,7.2962500000000015,2016,9.9,9.626,9.79,0.475
1821,Riahanah Ali,Rutgers,9.6,7.323214285714284,2016,9.925,9.78,9.885,0.325
1822,Natasha Trejo,BYU,9.575,5.832812500000001,2016,9.85,9.673,9.815,0.275
1823,Katelyn Lentz,Arizona State,9.6,7.557954545454545,2016,9.85,9.406,9.835,0.25
1824,Emily Briones,Utah State,9.725,6.501388888888888,2016,9.825,9.624,9.8,0.1
1825,Josalyn Ray,San Jose State,9.5,6.317142857142856,2016,9.85,9.717,9.79,0.35
1826,Grace Broadhurst,Denver,9.5,6.854166666666665,2019,0.0,0.0,0.0,-9.5
1827,McKenna Singley,Oregon State,9.7,7.723913043478262,2016,9.925,9.772,9.91,0.225
1828,Carly Galpin,West Virginia,9.475,7.017105263157896,2016,9.2,9.2,0.0,-0.275
1829,Tiara Wright,West Virginia,9.5,6.413333333333333,2016,9.8,9.422,9.77,0.3
1830,Katie Morsefield,Bowling Green,9.5,9.225,2016,9.8,9.747,9.77,0.3
1831,Kailey Miller,Central Michigan,9.425,7.520652173913044,2016,9.825,9.473,9.76,0.4
1832,Aysia Sharif,Towson,9.625,7.564062499999999,2016,9.925,9.803,9.81,0.3
1833,Roya Shirley,Michigan State,9.525,6.824000000000001,2016,9.85,9.739,9.755,0.325
1834,Kristyn Hoffa,Washington,9.775,7.450925925925925,2017,9.925,9.805,9.9,0.15
1835,Meghan Cash,Brockport,9.375,7.603846153846155,2016,9.825,9.488,9.705,0.45
1836,Stephanie Mager,Brockport,9.3,7.425,2016,9.825,9.583,9.79,0.525
1837,Kaitlyn Menzione,Ball State,9.7,6.903124999999999,2016,9.925,9.773,9.9,0.225
1838,Cheyenne Hill,BYU,9.5,6.73125,2016,9.8,9.564,9.77,0.3
1839,Xarria Lewis,Missouri,9.5,6.125,2016,9.0,9.0,0.0,-0.5
1840,Brittany Capozzi,Bridgeport,9.3,7.1499999999999995,2016,9.9,9.737,9.835,0.6
1841,Avery Rickett,Alabama,9.425,6.9847222222222225,2016,0.0,0.0,0.0,-9.425
1842,Maryanna Peterson,Seattle Pacific,9.7,6.9867647058823525,2016,9.75,9.317,0.0,0.05
1843,Sydney Finke,Ball State,9.55,6.769444444444445,2016,9.925,9.734,9.855,0.375
1844,Morgan Wilson,Arizona State,9.55,6.695833333333333,2016,9.775,9.738,0.0,0.225
1845,Mary Elle Arduino,Towson,9.4,6.728125,2016,9.85,9.62,9.77,0.45
1846,Kaitlyn Holley,Texas Woman's,9.425,7.193103448275863,2016,9.775,9.758,0.0,0.35
1847,Mary Jacobsen,Oregon State,9.6,7.062037037037038,2016,9.9,9.767,9.88,0.3
1848,Rachael Underwood,Western Michigan,9.55,6.820833333333334,2016,9.95,9.781,9.9,0.4
1849,Cassidy Jung,Brown,9.5,6.7125,2016,0.0,0.0,0.0,-9.5
1850,Julia Beyer,Bowling Green,9.575,6.837962962962963,2017,9.75,9.475,9.68,0.175
1851,Kiya Bjorge,UW-Eau Claire,9.4,6.16875,2016,9.8,9.337,9.63,0.4
1852,Thomara Powell-Brown,Bridgeport,9.075,6.413333333333332,2016,0.0,0.0,0.0,-9.075
1853,Carly Clark,Eastern Michigan,9.375,7.020588235294118,2018,0.0,0.0,0.0,-9.375
1854,Meghan Webb,Hamline,9.15,6.1000000000000005,2016,9.775,9.264,9.665,0.625
1855,Candis Kowalik,Brockport,9.475,6.669565217391304,2016,9.9,9.674,9.87,0.425
1856,Lauren Marshall,UW-Whitewater,9.5,6.797826086956521,2017,0.0,0.0,0.0,-9.5
1857,Charli Spivey,Pittsburgh,9.4,7.14,2017,9.875,9.685,9.84,0.475
1858,Nuriya Mack,Kent State,9.675,6.438235294117647,2018,0.0,0.0,0.0,-9.675
1859,Julia Green,Brown,9.725,5.6499999999999995,2017,9.85,9.539,9.82,0.125
1860,Malia Mackey,Cornell,9.6,7.023809523809524,2016,0.0,0.0,0.0,-9.6
1861,Shynelle Agaran,Maryland,9.55,5.961363636363636,2016,9.05,9.05,0.0,-0.5
1862,Roxanne Trachtenberg,Yale,9.425,7.403846153846154,2016,8.65,8.65,0.0,-0.775
1863,Gianna Plaksa,Central Michigan,9.6,6.3265625000000005,2016,9.9,9.757,9.845,0.3
