,Name,School,L10_High_BB,L10_Ave_BB,Freshman,NCAA_High_BB,NCAA_Ave_BB,BB_nqs,BB_delta
2596,Ajiea Hargrave,Lindenwood,9.35,5.572222222222222,2014,9.675,9.01,0.0,0.325
2597,Morgan Evans,North Carolina,8.925,8.925,2009,9.825,9.624,9.805,0.9
2598,Kiera Brown,Georgia,9.725,7.530681818181818,2014,9.9,9.645,9.87,0.175
2599,Mary Lillian Sanders,Alabama,9.425,6.022222222222222,2015,9.85,9.756,9.795,0.425
2600,Rachel Heinl,San Jose State,9.425,7.377083333333332,2014,0.0,0.0,0.0,-9.425
2601,Katie Simpson,Texas Woman's,8.95,3.084090909090909,2014,9.85,9.426,9.75,0.9
2602,Rachel Reis,Bowling Green,9.275,7.457142857142857,2014,9.8,9.497,9.73,0.525
2603,Meghan Cobb,Cortland State,7.675,2.915,2014,0.0,0.0,0.0,-7.675
2604,Lucia Scaglione,Auburn,7.95,2.2303571428571427,2016,0.0,0.0,0.0,-7.95
2605,Memory Shettles,Southern Utah,9.6,7.310714285714288,2014,9.9,9.686,9.805,0.3
2606,Ragan Smith,Oklahoma,9.45,6.847222222222222,2021,10.0,9.829,9.98,0.55
2607,Courtney Dowdell,Northern Illinois,9.575,6.744230769230771,2014,9.5,9.163,0.0,-0.075
2608,Kerry Scafidi,UW-La Crosse,9.275,8.375,2014,9.675,9.089,9.435,0.4
2609,Alexandria Bourgeois,Cornell,8.55,8.4125,2014,0.0,0.0,0.0,-8.55
2610,Jessica Shostak,Michigan State,9.525,6.877777777777777,2014,0.0,0.0,0.0,-9.525
2611,Angie Kern,Missouri,9.4,6.66375,2014,0.0,0.0,0.0,-9.4
2612,Michelle Burns,Ohio State,9.475,6.782291666666666,2014,9.8,9.559,9.695,0.325
2613,Emily Schild,Georgia,9.675,6.758333333333333,2018,9.875,9.689,9.81,0.2
2614,Madison Brent,West Chester,8.625,5.583333333333333,2015,0.0,0.0,0.0,-8.625
2615,Lauren Chavis,Ursinus College,8.85,3.4777777777777783,2014,9.675,9.039,9.405,0.825
2616,Amanda Jetter,Alabama,9.6,9.516666666666666,2014,9.825,9.785,0.0,0.225
2617,Jennie Laeng,Nebraska,9.65,7.069117647058823,2014,9.9,9.728,9.88,0.25
2618,Marla Thomas,Brockport,8.725,6.085,2015,0.0,0.0,0.0,-8.725
2619,Faith Burns,Brockport,9.125,5.999999999999999,2015,9.75,9.3,9.485,0.625
2620,Makayla Betz,Utah State,9.0,6.108823529411764,2014,0.0,0.0,0.0,-9.0
2621,Jamyra Carter,Northern Illinois,9.175,4.661538461538463,2014,0.0,0.0,0.0,-9.175
2622,Jackie Hahn,Rhode Island College,7.625,4.9624999999999995,2014,0.0,0.0,0.0,-7.625
2623,Rachel Graham,Pennsylvania,9.35,5.7796875000000005,2014,9.85,9.512,9.795,0.5
2624,Charity Jones,Oklahoma,9.675,7.175,2014,9.9,9.85,9.885,0.225
2625,Emily Harrison,West Chester,8.8,8.125,2014,0.0,0.0,0.0,-8.8
2626,Saxon Reaux,Centenary College,9.55,6.752083333333333,2015,9.7,9.025,9.0,0.15
2627,Megan Marenghi,North Carolina,9.825,7.394230769230769,2014,9.825,9.74,9.77,0.0
2628,Anna Bowers,Missouri,9.6,7.237500000000001,2014,9.175,9.137,0.0,-0.425
2629,Kendal Hamer,Brockport,9.1,4.796428571428571,2014,9.75,9.236,9.635,0.65
2630,Isabela Onyshko,Stanford,8.75,5.816666666666666,2022,9.875,9.575,9.695,1.125
2631,Abby Armbrecht,Alabama,9.575,7.402499999999999,2016,9.9,9.721,9.885,0.325
2632,Elizabeth Nand,Rutgers,9.55,6.220833333333333,2016,9.775,9.65,0.0,0.225
2633,Sarah Faller,Maryland,9.525,5.796428571428572,2014,9.925,9.667,9.83,0.4
2634,Angel Metcalf,Iowa,9.425,6.753125,2014,9.95,9.678,9.905,0.525
2635,Alexis Mena,Ithaca College,7.825,3.9125,2014,9.225,8.696,8.59,1.4
2636,Jennifer Sklenar,Brockport,9.275,6.902272727272727,2014,9.725,9.438,9.7,0.45
2637,Claire Boyce,Florida,9.675,6.667857142857143,2014,9.95,9.808,9.915,0.275
2638,Leah Slobodin,Maryland,9.65,7.825,2015,9.85,9.639,9.81,0.2
2639,Taylor Le Moal,Centenary College,9.0,5.5472222222222225,2015,9.725,9.253,9.53,0.725
2640,Rebecca Johnson,Missouri,9.075,5.960714285714285,2012,0.0,0.0,0.0,-9.075
2641,Rachel Kreager,UC Davis,9.5,6.219117647058823,2014,9.825,9.619,9.79,0.325
2642,Katie Morsefield,Bowling Green,9.275,8.85,2016,0.0,0.0,0.0,-9.275
2643,Maggie Nichols,Oklahoma,9.8,7.908333333333334,2017,10.0,9.926,10.0,0.2
2644,Nicole Wangler,UW-La Crosse,9.15,5.794444444444445,2014,0.0,0.0,0.0,-9.15
2645,Hannah Wilken,Air Force,9.475,6.108333333333334,2014,0.0,0.0,0.0,-9.475
2646,Jaine VanPutten,Ohio State,9.325,8.93125,2014,0.0,0.0,0.0,-9.325
2647,Gianna Scala,Winona State,7.575,7.575,2018,0.0,0.0,0.0,-7.575
2648,Madeline Lind,Hamline,7.825,7.283333333333333,2015,9.425,8.79,9.17,1.6
2649,Andrea Maldonado,Iowa State,8.35,8.3,2021,0.0,0.0,0.0,-8.35
2650,Morgan Bradford,Hamline,7.55,7.55,2015,8.75,8.488,0.0,1.2
2651,Samantha Ward,Towson,9.325,6.565625000000001,2013,9.75,9.289,9.315,0.425
2652,Katelyn Roland,West Chester,9.25,5.964062499999999,2014,0.0,0.0,0.0,-9.25
2653,Brooke Williams,Brown,9.4,6.378333333333334,2014,9.6,8.992,8.87,0.2
2654,Isabelle Castillo,California,9.575,5.961363636363636,2015,9.775,9.75,0.0,0.2
2655,Amanda Palladino,Ursinus College,8.225,8.225,2015,9.825,9.509,9.715,1.6
2656,Sydney Kennedy,Illinois State,9.425,6.180882352941175,2014,0.0,0.0,0.0,-9.425
2657,Emma Hicks,UC Davis,6.25,6.25,2017,0.0,0.0,0.0,-6.25
2658,Yonni Michovska,UC Davis,8.825,8.5625,2014,0.0,0.0,0.0,-8.825
2659,Annie Graft,Air Force,9.425,6.24,2015,9.8,9.475,9.74,0.375
2660,Nicole Johnson,Arizona State,9.525,6.73,2011,9.725,9.55,9.6,0.2
2661,Kacie Traina,Yale,9.05,6.440625,2014,9.75,9.303,9.41,0.7
2662,Jessy MacArthur,UCLA,9.05,5.491666666666666,2014,0.0,0.0,0.0,-9.05
2663,Chanen Raygoza,Penn State,9.7,6.695454545454545,2015,9.85,9.648,9.77,0.15
2664,Megan Jimenez,Oregon State,9.5,7.853846153846154,2014,9.85,9.731,9.825,0.35
2665,Jessica Gracia,New Hampshire,9.55,7.739285714285715,2014,9.825,9.335,0.0,0.275
2666,Emma Sibson,Penn State,0.0,0.0,2014,9.825,9.612,9.81,9.825
2667,Bayleigh Fobes,Towson,7.8,7.491666666666667,2014,9.8,9.522,9.73,2.0
2668,Taylor Harrison,Ohio State,9.575,7.111029411764704,2015,9.9,9.751,9.885,0.325
2669,Ashley Lambert,Nebraska,9.6,7.01625,2014,9.825,9.716,9.745,0.225
2670,Kaitlynn Hedelund,North Carolina,9.625,7.004761904761906,2015,9.875,9.649,9.83,0.25
2671,Kiera Brown,Georgia,9.725,7.530681818181818,2014,9.9,9.645,9.87,0.175
2672,Sandra Collantes,Boise State,9.6,7.000000000000001,2015,9.85,9.719,9.83,0.25
2673,Leah Slobodin,Maryland,9.65,7.825,2015,9.85,9.639,9.81,0.2
2674,Katherine Locher,Illinois State,9.525,6.663461538461538,2016,9.825,9.495,9.72,0.3
2675,Delaney Garin,Temple,9.675,7.257258064516131,2018,9.9,9.639,9.845,0.225
2676,Savannah Borman,Arizona State,9.35,7.236363636363636,2014,9.875,9.62,9.81,0.525
2677,Jamie Stone,Ohio State,9.625,6.652678571428573,2016,9.925,9.738,9.875,0.3
2678,Taylor Le Moal,Centenary College,9.0,5.5472222222222225,2015,9.725,9.253,9.53,0.725
2679,Nya Reed,Florida,9.7,7.144642857142858,2019,0.0,0.0,0.0,-9.7
2680,Haley Brechwald,Pittsburgh,9.85,7.052586206896552,2018,9.875,9.72,9.835,0.025
2681,Jessica Myers,UIC,9.2,6.358333333333333,2016,0.0,0.0,0.0,-9.2
2682,Roya Shirley,Michigan State,9.475,7.4140000000000015,2016,9.8,9.516,9.76,0.325
2683,Hope Nelson,Alaska,9.525,6.569285714285715,2018,9.875,9.631,9.765,0.35
2684,Isabella Amado,Boise State,9.7,7.590909090909093,2017,9.925,9.711,9.87,0.225
2685,Ariana Orrego,Iowa State,9.725,7.490909090909091,2018,9.8,9.634,9.75,0.075
2686,Amber Miller,West Chester,8.85,6.675000000000001,2009,9.775,9.065,9.66,0.925
2687,Chloe Cluchey,West Virginia,9.625,6.3725000000000005,2017,0.0,0.0,0.0,-9.625
2688,Kari Willett,UW-La Crosse,9.45,7.812499999999999,2015,9.725,9.418,9.715,0.275
2689,Stefanie Merkle,Ohio State,0.0,0.0,2015,9.875,9.729,9.85,9.875
2690,Gracie Day,Auburn,9.1,6.959999999999999,2017,0.0,0.0,0.0,-9.1
2691,Victoria Reggiani,Temple,8.925,6.895454545454546,2014,9.675,9.292,9.215,0.75
2692,Skyelee Lamano,Kent State,9.325,5.6875,2014,0.0,0.0,0.0,-9.325
2693,Nicole Dragon,Maryland,9.6,6.585714285714286,2014,9.7,9.275,0.0,0.1
2694,Hannah Sobhan,North Carolina State,9.0,6.102083333333335,2015,0.0,0.0,0.0,-9.0
2695,Mallary Dick,UW-Stout,0.0,0.0,2017,0.0,0.0,0.0,0.0
2696,Kaitlin Cowles,George Washington,9.5,7.339583333333334,2014,9.125,9.125,0.0,-0.375
2697,Maegan Chant,Florida,8.35,8.35,2017,0.0,0.0,0.0,-8.35
2698,Ashley Landry,Air Force,9.275,6.6875,2014,0.0,0.0,0.0,-9.275
2699,Ashley Griffith,Cal State-Fullerton,9.15,9.15,2009,9.775,9.445,9.57,0.625
2700,Lauren Cartmell,Lindenwood,9.625,7.628571428571427,2013,9.85,9.38,9.825,0.225
2701,Kristina Heymann,California,9.425,6.553571428571429,2013,9.725,9.171,9.12,0.3
2702,Kylie Clark,Northern Illinois,9.35,6.473333333333333,2014,0.0,0.0,0.0,-9.35
2703,Morgan Tolman,Denver,9.2,5.878846153846152,2013,0.0,0.0,0.0,-9.2
2704,Corey Holman,Brown,9.5,7.678571428571429,2013,9.8,9.496,9.76,0.3
2705,Jasmine Holmes,San Jose State,9.225,7.163461538461539,2013,0.0,0.0,0.0,-9.225
2706,Maddie Herr,Ohio State,9.5,7.155555555555555,2013,9.85,9.662,9.82,0.35
2707,Erin Hamister,Arizona State,9.5,7.4096153846153845,2013,0.0,0.0,0.0,-9.5
2708,Kirsten Petzold,Central Michigan,9.5,6.765625,2013,9.7,9.525,0.0,0.2
2709,Alexsis Petrikis,George Washington,9.225,4.54375,2013,0.0,0.0,0.0,-9.225
2710,Lydia Thompson,Towson,9.3,6.913888888888889,2013,9.7,9.25,9.41,0.4
2711,Jade Donaldson,Winona State,9.35,6.995,2013,9.525,8.867,9.385,0.175
2712,Katie Stuart,Kentucky,9.525,6.471875,2016,9.9,9.757,9.88,0.375
2713,Laura Kummerle,Pittsburgh,9.6,6.2875,2013,9.875,9.677,9.86,0.275
2714,Alyssa Kaschak,San Jose State,9.55,6.85,2014,9.775,9.553,9.755,0.225
2715,Amanda McGee,William & Mary,9.225,7.231818181818182,2013,9.375,9.375,0.0,0.15
2716,Chloe Marshall,S.E. Missouri,8.8,6.732499999999999,2015,0.0,0.0,0.0,-8.8
2717,Brooke Evans,Ball State,9.4,7.4624999999999995,2013,9.225,9.025,0.0,-0.175
2718,Maria Cross,Ball State,9.175,5.704166666666667,2013,0.0,0.0,0.0,-9.175
2719,Meghan Goyden,Cortland State,9.45,7.062500000000001,2013,9.65,9.054,9.56,0.2
2720,Julohn Teixeira,Cornell,9.125,7.002083333333333,2013,0.0,0.0,0.0,-9.125
2721,Taylor Bolender,Central Michigan,9.475,5.4325,2013,9.9,9.572,9.79,0.425
2722,Stephanie Strickler,Centenary College,9.35,5.666666666666667,2013,9.8,9.285,9.705,0.45
2723,Ashlin Chambliss,Eastern Michigan,9.4,6.240277777777778,2013,0.0,0.0,0.0,-9.4
2724,Hannah Lee,UW-Whitewater,9.175,6.261666666666668,2013,9.75,9.351,9.665,0.575
2725,Tiara Chadran,Pittsburgh,9.35,7.125,2015,0.0,0.0,0.0,-9.35
2726,Allyson Pancott,West Chester,9.0,5.271875,2013,0.0,0.0,0.0,-9.0
2727,Keeley Kmieciak,Oklahoma,9.725,6.578125000000001,2013,9.925,9.83,9.895,0.2
2728,Randii Wyrick,LSU,9.725,7.884615384615384,2013,9.825,9.825,0.0,0.1
2729,Lauren Beers,Alabama,9.85,7.059375,2013,9.95,9.746,9.925,0.1
2730,Breanna Hughes,Utah,9.65,6.544230769230769,2013,9.9,9.744,9.875,0.25
2731,Caitlin Atkinson,Auburn,9.7,7.363888888888889,2013,9.95,9.811,9.93,0.25
2732,Briley Casanova,Michigan,9.65,9.415000000000001,2013,9.95,9.741,9.87,0.3
2733,Carley Sims,Alabama,9.575,6.761363636363637,2013,9.825,9.769,0.0,0.25
2734,Hanna Nordquist,Minnesota,9.8,6.955,2013,10.0,9.79,9.94,0.2
2735,Stacie Webb,Southern Utah,9.625,7.736363636363636,2014,10.0,9.778,9.91,0.375
2736,Alyssa Nocella,Bowling Green,9.6,6.1,2013,9.875,9.641,9.84,0.275
2737,Sheridan Metcalf,Washington,9.4,6.902777777777779,2013,0.0,0.0,0.0,-9.4
2738,Rachel Gowey,Florida,9.75,7.2,2017,9.95,9.824,9.935,0.2
2739,Kathy Tang,Maryland,9.6,7.900000000000001,2013,9.875,9.381,9.775,0.275
2740,Michaela Woodford,North Carolina State,9.65,7.998214285714285,2013,9.85,9.749,9.835,0.2
2741,Shelby Edwards,Arizona,9.6,7.4775,2013,9.9,9.778,9.875,0.3
2742,Emily Barrett,Denver,9.55,5.786363636363637,2013,9.9,9.676,9.83,0.35
2743,Maile'ana Kanewa,Oklahoma,9.425,7.059615384615385,2013,9.9,9.317,0.0,0.475
2744,Josselyn Mackey,North Carolina,9.575,6.878333333333333,2013,9.8,9.594,9.77,0.225
2745,Erin Freier,Arkansas,9.6,7.941071428571428,2013,9.9,9.626,9.84,0.3
2746,Kaitlin Rahon,Minnesota,9.425,6.5225,2014,9.9,9.628,9.84,0.475
2747,Brittany Stover,William & Mary,9.4,7.052777777777778,2013,9.9,9.638,9.82,0.5
2748,Stephanie Miceli,Arizona State,9.825,7.149999999999999,2013,9.9,9.771,9.87,0.075
2749,Molly McFarland,Boise State,9.4,7.361363636363636,2015,9.85,9.666,9.82,0.45
2750,Allison Northey,Washington,9.55,7.590909090909091,2013,9.925,9.764,9.9,0.375
2751,M'rcy Matsunami,Alaska,9.55,7.760416666666667,2013,9.85,9.515,9.805,0.3
2752,Haley Scaman,Oklahoma,9.75,7.219444444444444,2013,0.0,0.0,0.0,-9.75
2753,Makenzie Johnson,BYU,9.525,6.696666666666667,2013,9.85,9.665,9.815,0.325
2754,Marissa Beucler,Kentucky,9.5,7.105357142857144,2013,9.825,9.604,9.805,0.325
2755,Taylor Alotta,Penn State,9.525,7.027777777777779,2013,0.0,0.0,0.0,-9.525
2756,Baylie Divino,Southern Utah,9.125,6.257142857142857,2013,0.0,0.0,0.0,-9.125
2757,Rachel Henderson,Missouri,9.775,7.069444444444445,2013,9.775,9.406,9.645,0.0
2758,Audrey Tolbert,Ohio State,9.5,7.56875,2013,9.875,9.72,9.82,0.375
2759,Taylor Redmond,George Washington,9.625,6.743181818181818,2013,9.75,9.449,9.69,0.125
2760,Taylor Penzien,S.E. Missouri,9.45,7.158333333333333,2013,9.825,9.435,9.765,0.375
2761,Heather Foley,Illinois,9.525,7.420833333333333,2013,9.85,9.66,9.82,0.325
2762,Michelle Gauthier,LSU,9.625,6.800000000000001,2014,9.875,9.667,9.625,0.25
2763,Madeline Hanley,Minnesota,9.6,7.427272727272727,2013,9.95,9.64,9.865,0.35
2764,Cassie Benning,Sacramento State,9.35,6.670312499999999,2013,9.825,9.546,9.805,0.475
2765,Arlyn Amor,Southern Utah,9.45,6.325,2013,0.0,0.0,0.0,-9.45
2766,Krystine Jacobsen,Boise State,9.125,5.904166666666667,2013,9.9,9.729,9.875,0.775
2767,Lisa Burt,Michigan State,9.675,6.908333333333333,2013,9.925,9.675,9.895,0.25
2768,Anna Corbett,Western Michigan,9.55,7.766666666666667,2014,9.85,9.64,9.805,0.3
2769,Sarah Marquez,Oregon State,9.5,7.757692307692308,2013,0.0,0.0,0.0,-9.5
2770,Sara Townsend,Iowa State,9.425,6.696875,2013,0.0,0.0,0.0,-9.425
2771,Amanda Mohler,Illinois State,9.625,6.295833333333333,2013,9.9,9.591,9.865,0.275
2772,Caroline Ellingboe,Bowling Green,9.375,6.351666666666667,2013,9.9,9.568,9.85,0.525
2773,Hayley Sanzotti,Utah State,9.4,7.306818181818182,2013,9.9,9.722,9.875,0.5
2774,Elyse Shenberger,Pennsylvania,9.325,7.21875,2013,9.8,9.477,9.76,0.475
2775,Taylor Rice,Stanford,9.625,7.555,2013,9.925,9.657,9.87,0.3
2776,Lauren Brodie,New Hampshire,9.6,7.151666666666667,2013,0.0,0.0,0.0,-9.6
2777,Alie Glover,Iowa,9.4,6.8062499999999995,2013,9.9,9.677,9.875,0.5
2778,Sarah Neumann,Air Force,9.45,9.305,2014,9.85,9.621,9.79,0.4
2779,Kimberly Ebeyer,Eastern Michigan,9.35,5.721875,2013,9.825,9.645,9.795,0.475
2780,Danci Cha,Illinois State,9.525,7.864285714285714,2013,9.85,9.245,9.765,0.325
2781,Alix Faden,Penn State,9.45,6.783333333333334,2013,9.875,9.538,0.0,0.425
2782,Jenna Frowein,Stanford,9.525,6.909375000000001,2014,0.0,0.0,0.0,-9.525
2783,Kyra Trowbridge,Iowa,9.375,6.289285714285715,2013,9.8,9.669,9.76,0.425
2784,Nicole Pearson,Pittsburgh,9.225,5.1156250000000005,2013,9.35,9.35,0.0,0.125
2785,Nicolle Eastman,Kent State,9.475,7.807142857142858,2013,9.9,9.63,9.805,0.425
2786,Carissa Kraus,Arizona State,9.25,7.084999999999999,2013,0.0,0.0,0.0,-9.25
2787,Brittany Aragon,Western Michigan,9.25,6.175000000000001,2014,9.75,9.3,0.0,0.5
2788,Abigail Griswold,Towson,9.5,6.8062499999999995,2013,9.825,9.623,9.72,0.325
2789,Jordan Widener,California,9.5,7.034999999999999,2013,9.4,9.025,0.0,-0.1
2790,Katrina Carpenter,Bowling Green,9.225,7.058333333333334,2013,0.0,0.0,0.0,-9.225
2791,Karlee Teet,Central Michigan,9.275,6.761538461538462,2014,9.9,9.485,9.755,0.625
2792,Madeline Martinez,Cornell,9.1,5.7078125,2013,0.0,0.0,0.0,-9.1
2793,Destiny Ezell,Utah State,9.225,6.271428571428571,2013,9.575,9.575,0.0,0.35
2794,Heather Elswick,Arkansas,9.4,7.527083333333334,2013,0.0,0.0,0.0,-9.4
2795,Risa Perez,Arizona State,9.575,7.536363636363636,2013,9.95,9.766,9.895,0.375
2796,Shannen Kelly,Air Force,9.5,6.85,2013,9.85,9.494,9.79,0.35
2797,Jennifer Rochefort,Southern Conn.,9.575,7.617307692307692,2013,9.625,9.254,9.6,0.05
2798,Ryann Anderson,Air Force,9.55,7.664285714285715,2013,0.0,0.0,0.0,-9.55
2799,Catarina Broccoli,New Hampshire,9.5,7.069444444444445,2013,9.825,9.518,9.8,0.325
2800,Kelsey Kopec,Auburn,9.525,6.695833333333334,2014,0.0,0.0,0.0,-9.525
2801,Sarah Peterson,North Carolina,9.25,5.646875,2013,9.85,9.59,9.78,0.6
2802,Daniela Fumagalli,Lindenwood,9.4,5.978125,2013,0.0,0.0,0.0,-9.4
2803,Allie Salas,Arizona State,9.075,6.855357142857143,2013,9.75,9.474,9.715,0.675
2804,Rachel Feeken,Denver,9.075,4.738888888888889,2014,0.0,0.0,0.0,-9.075
2805,Emily Nagy,Cortland State,9.275,6.294999999999999,2013,9.65,9.131,9.625,0.375
2806,Sheree Romesburg,UW-La Crosse,9.1,5.265909090909091,2013,9.5,9.086,9.44,0.4
2807,Courtney Turner,North Carolina State,9.475,6.35,2014,0.0,0.0,0.0,-9.475
2808,Samantha Kent,Ohio State,9.175,5.675,2013,9.85,9.627,9.77,0.675
2809,Maggie Dunn,Ohio State,9.6,7.035416666666667,2013,9.825,9.696,9.81,0.225
2810,Lindsey Litten,West Virginia,9.35,6.175,2014,9.675,9.65,0.0,0.325
2811,Aubrey Hine,North Carolina State,9.6,6.983333333333333,2013,9.875,9.456,9.695,0.275
2812,Claudia Salinas,Rutgers,9.45,5.6625,2013,9.875,9.694,9.845,0.425
2813,Patti Konschak,West Chester,9.2,6.425000000000001,2013,9.5,8.94,9.26,0.3
2814,Alyssa Glass,William & Mary,9.15,5.5888888888888895,2013,0.0,0.0,0.0,-9.15
2815,Danielle Verdon,Rutgers,9.325,6.014999999999999,2013,9.15,9.15,0.0,-0.175
2816,Kristina Steffenhagen,Ursinus College,8.975,8.708333333333334,2013,9.8,9.376,9.72,0.825
2817,Megan Love,UW-Whitewater,9.125,5.863888888888889,2013,9.575,8.932,9.38,0.45
2818,Ashley DeWoolfson,Cortland State,8.7,4.24375,2013,0.0,0.0,0.0,-8.7
2819,Brittany Vasile,Brockport,9.0,6.800000000000001,2015,9.175,8.75,0.0,0.175
2820,Cecelia Lorenzen,West Chester,8.875,6.8916666666666675,2013,9.625,9.368,9.58,0.75
2821,Selena Swanger,West Chester,8.675,8.2375,2014,9.85,9.486,9.75,1.175
2822,Alicia Bair,Cornell,9.175,8.81,2013,9.6,9.6,0.0,0.425
2823,Anika Woodard,Bridgeport,8.975,8.5625,2014,0.0,0.0,0.0,-8.975
2824,Angela Durkac,Ball State,9.325,5.804166666666667,2013,8.25,8.25,0.0,-1.075
2825,Jaida Lawrence,West Virginia,9.3,7.005,2013,0.0,0.0,0.0,-9.3
2826,Meagan Puccio,Southern Conn.,9.05,6.060714285714285,2013,0.0,0.0,0.0,-9.05
2827,Kaylie Cronin,Cornell,9.45,7.12,2013,9.675,9.348,9.615,0.225
2828,Tara Kilkenny,Temple,9.525,4.955555555555556,2013,0.0,0.0,0.0,-9.525
2829,Emily Paterson,Pennsylvania,9.0,6.565,2013,0.0,0.0,0.0,-9.0
2830,Alyssa Hult,West Chester,9.125,7.2673076923076945,2013,9.6,9.042,8.93,0.475
2831,Erin Patchey,Ball State,9.525,6.267857142857142,2013,0.0,0.0,0.0,-9.525
2832,Kiki Parenteau,Southern Utah,9.4,7.011111111111112,2014,0.0,0.0,0.0,-9.4
2833,Kaylee Jondahl,UW-Stout,8.85,6.533333333333333,2014,9.525,8.841,9.27,0.675
2834,Jessica Borton,Ball State,8.475,6.505,2013,0.0,0.0,0.0,-8.475
2835,Natalie Hall,UW-La Crosse,8.55,2.7354166666666666,2013,0.0,0.0,0.0,-8.55
2836,Ashlee Henfling,UW-La Crosse,9.3,6.309375,2014,0.0,0.0,0.0,-9.3
2837,Alex Marasco,Iowa State,9.425,7.06111111111111,2013,9.9,9.741,9.87,0.475
2838,Mesha Peterson,UW-Stout,9.325,7.227272727272727,2013,8.725,8.725,0.0,-0.6
2839,Steffi Heuer,UW-Whitewater,9.375,6.455555555555555,2013,9.7,9.251,9.6,0.325
2840,Jill Chappel,Kentucky,9.1,8.61,2013,0.0,0.0,0.0,-9.1
2841,Meghan Brannon,West Chester,8.8,4.910714285714286,2013,9.775,9.775,0.0,0.975
2842,Katlin Isaacs,Kent State,9.5,5.207142857142857,2013,0.0,0.0,0.0,-9.5
2843,Trystien Charles,Lindenwood,9.3,6.022500000000001,2013,9.725,9.362,9.505,0.425
2844,Casie Hood,Centenary College,9.1,6.157142857142857,2014,8.4,8.4,0.0,-0.7
2845,Micole O'dell,Iowa State,8.25,8.25,2015,0.0,0.0,0.0,-8.25
2846,Danielle Vahala,Temple,9.2,5.258333333333333,2015,0.0,0.0,0.0,-9.2
2847,Khadijah Hudson,Eastern Michigan,9.55,5.677272727272728,2013,9.775,9.354,9.46,0.225
2848,Lexi Mura,Iowa,8.8,8.8,2015,9.85,9.685,9.81,1.05
2849,Amy Roemmele,Kentucky,9.425,7.673076923076923,2013,9.85,9.612,9.825,0.425
2850,Samantha Pearsall,Iowa State,9.625,7.175000000000001,2013,9.95,9.517,9.79,0.325
2851,Lindsay Williams,Michigan,9.475,7.625,2013,9.9,9.726,9.885,0.425
2852,Marissa Wossner,Boise State,9.4,7.2625,2013,9.825,9.684,9.795,0.425
2853,Giana O'Connor,Illinois,9.325,7.341666666666667,2013,9.925,9.739,9.89,0.6
2854,Kayla Weber,Western Michigan,9.25,5.960416666666667,2013,9.875,9.602,9.825,0.625
2855,Miya Dotson,Western Michigan,9.325,7.247916666666667,2013,9.775,9.357,9.6,0.45
2856,Krystal Walker,UW-Oshkosh,9.175,6.803571428571429,2013,9.75,9.419,9.685,0.575
2857,Natalie Amadio,Northern Illinois,9.375,7.459615384615386,2013,0.0,0.0,0.0,-9.375
2858,Kennedy Prentice,Cornell,9.35,7.409615384615385,2013,9.425,8.708,0.0,0.075
2859,Alyssa Lopez,Iowa,9.5,9.3,2013,9.675,9.3,0.0,0.175
2860,Brittany Holmes,Michigan State,9.35,9.0,2013,9.825,9.651,9.79,0.475
2861,Kristyn Bossle,Illinois State,9.35,6.878846153846155,2014,0.0,0.0,0.0,-9.35
2862,Holly Ryan,Michigan State,9.5,7.204545454545453,2014,9.875,9.572,9.825,0.375
2863,Jessica Buis,Western Michigan,9.325,7.243181818181819,2013,9.85,9.61,9.795,0.525
2864,Lauren Africano,Northern Illinois,9.275,6.46875,2013,0.0,0.0,0.0,-9.275
2865,Lindsay Offutt,Pittsburgh,9.55,7.554545454545455,2014,9.95,9.785,9.905,0.4
2866,Madison Kremer,Texas Woman's,9.35,4.91388888888889,2014,8.95,8.95,0.0,-0.4
2867,Kayla Kosmerl,Kent State,9.275,8.575000000000001,2014,9.775,9.479,9.49,0.5
2868,Jordan Charrette,Central Michigan,9.425,7.155000000000001,2015,9.875,9.732,9.795,0.45
2869,Megan Lamphere,Central Michigan,9.35,7.459615384615386,2013,9.75,9.75,0.0,0.4
2870,Alexandra Chretien,Brown,8.75,4.68125,2013,9.6,9.6,0.0,0.85
2871,Danielle Turner,UW-Oshkosh,9.2,6.532692307692308,2014,9.75,8.989,9.295,0.55
2872,Miranda Kerr,Ball State,9.225,6.135714285714285,2013,9.775,9.45,9.385,0.55
2873,Kayla Beckler,Ball State,9.525,6.967307692307692,2014,9.85,9.559,9.815,0.325
2874,Allie Hansen,Iowa State,0.0,0.0,2014,9.825,9.487,9.595,9.825
2875,Maddie Krentz,Boise State,9.075,6.0,2013,8.3,8.3,0.0,-0.775
2876,Allison Bellingham,San Jose State,9.325,7.295,2013,9.875,9.671,9.815,0.55
2877,Melissa Chuang,Stanford,9.625,7.440909090909091,2013,9.925,9.782,9.895,0.3
2878,Alicia Floyd,Lindenwood,9.45,7.492307692307693,2013,9.9,9.542,9.815,0.45
2879,Emily Novotny,Denver,9.05,5.3875,2014,0.0,0.0,0.0,-9.05
2880,Kiersten Graber,Washington,9.375,7.6000000000000005,2013,0.0,0.0,0.0,-9.375
2881,Breanna Beltran,Seattle Pacific,9.375,6.54090909090909,2015,9.725,9.2,9.44,0.35
2882,Emily Vidmar,BYU,9.1,5.475,2013,9.875,9.643,9.85,0.775
2883,Amber Hu,Pennsylvania,9.3,6.903846153846154,2013,9.85,9.525,9.77,0.55
2884,Camilla Opperman,Yale,9.0,8.65,2014,0.0,0.0,0.0,-9.0
