,Name,School,L10_High_AA,L10_Ave_AA,Freshman,NCAA_High_AA,NCAA_Ave_AA,AA_nqs,AA_delta
801,Leilani Johnson,Centenary College,36.1,18.974999999999998,2021,0.0,0.0,0.0,-36.1
802,Mallory Desch,S.E. Missouri,36.625,28.428409090909092,2021,0.0,0.0,0.0,-36.625
803,Madison McCary,Centenary College,34.15,22.308333333333334,2022,0.0,0.0,0.0,-34.15
804,Morgan Bowles,Washington,18.625,11.928846153846154,2021,0.0,0.0,0.0,-18.625
805,Maya Davis,Brown,35.6,18.21964285714286,2022,0.0,0.0,0.0,-35.6
806,Lauren Blair,Brockport,35.375,23.59625,2022,0.0,0.0,0.0,-35.375
807,Bianca Carr,Cortland State,34.875,23.236666666666668,2022,0.0,0.0,0.0,-34.875
808,Glynis Curcione,Cortland State,34.95,13.647499999999999,2022,0.0,0.0,0.0,-34.95
809,Rachel Swick,Brockport,34.475,23.792857142857144,2022,0.0,0.0,0.0,-34.475
810,Rose Debarberie,Pennsylvania,37.275,36.974999999999994,2022,0.0,0.0,0.0,-37.275
811,Kiah Johnson,West Chester,36.55,26.3828125,2022,0.0,0.0,0.0,-36.55
812,Amy Krueger,Cornell,36.0,26.869736842105265,2022,0.0,0.0,0.0,-36.0
813,Shealyn Luksik,Kentucky,37.925,18.06160714285714,2021,0.0,0.0,0.0,-37.925
814,Grace Nelson,Air Force,36.525,22.566666666666663,2021,0.0,0.0,0.0,-36.525
815,Lydia Test,S.E. Missouri,37.75,29.29791666666667,2021,0.0,0.0,0.0,-37.75
816,Kailyn Westbrook,UW-Stout,36.725,24.008333333333333,2021,0.0,0.0,0.0,-36.725
817,Alexa Rothenbuescher,Maryland,38.875,29.21111111111111,2022,0.0,0.0,0.0,-38.875
818,Mara Johnson,Texas Woman's,36.625,25.512037037037032,2021,0.0,0.0,0.0,-36.625
819,Alyssa DeLorme,Ursinus College,35.375,21.908928571428575,2022,38.425,37.519,37.795,3.05
820,Emma Wiley,William & Mary,36.35,22.875,2021,0.0,0.0,0.0,-36.35
821,Kayla Horton,Southern Utah,38.15,26.36057692307692,2021,0.0,0.0,0.0,-38.15
822,Celine Barney,Southern Utah,26.025,12.80576923076923,2021,0.0,0.0,0.0,-26.025
823,Mati Waligora,Alabama,38.075,37.8,2021,39.375,39.275,0.0,1.3
824,Emily Liszewski,Pittsburgh,37.45,23.7125,2021,0.0,0.0,0.0,-37.45
825,Briona Carswell,Air Force,35.65,23.930555555555554,2021,0.0,0.0,0.0,-35.65
826,Peyton Gillen,Sacramento State,27.6,16.099999999999998,2022,0.0,0.0,0.0,-27.6
827,Payton Smith,Auburn,37.975,28.15714285714286,2021,0.0,0.0,0.0,-37.975
828,Libby Orman,Arizona,35.9,24.638392857142854,2021,0.0,0.0,0.0,-35.9
829,Cate Sandvik,UW-La Crosse,36.65,25.10357142857143,2021,0.0,0.0,0.0,-36.65
830,Haley Volstad,UW-Oshkosh,27.1,14.649999999999999,2021,37.375,37.375,0.0,10.275
831,Kennedy Stephens,Centenary College,34.125,16.254166666666666,2021,0.0,0.0,0.0,-34.125
832,Bianca Leon,Southern Conn.,36.175,26.393181818181816,2022,0.0,0.0,0.0,-36.175
833,Megan Teter,Ball State,36.625,26.371212121212125,2021,0.0,0.0,0.0,-36.625
834,Isabelle West,Northern Illinois,37.55,28.9775,2022,0.0,0.0,0.0,-37.55
835,Elizabeth Schauer,Hamline,31.975,23.225,2021,0.0,0.0,0.0,-31.975
836,Christina Weiss,Pittsburgh,37.825,28.744999999999994,2021,0.0,0.0,0.0,-37.825
837,Abbie Pierson,West Virginia,37.075,23.067857142857143,2021,39.2,38.742,0.0,2.125
838,Jessie Gallier,Winona State,31.1,29.887500000000003,2021,0.0,0.0,0.0,-31.1
839,Victoria Nguyen,Georgia,0.0,0.0,2021,39.4,39.4,0.0,39.4
840,Gabbi Gare,Brockport,35.575,27.35681818181818,2022,0.0,0.0,0.0,-35.575
841,Arayah Simons,Illinois,38.45,29.6825,2021,0.0,0.0,0.0,-38.45
842,Adalayna Hufendiek,Missouri,36.85,27.3625,2021,0.0,0.0,0.0,-36.85
843,Isa Weiss,Washington,33.575,33.575,2021,0.0,0.0,0.0,-33.575
844,Natalie Hamp,Northern Illinois,37.525,23.715384615384615,2021,0.0,0.0,0.0,-37.525
845,Loganne Basuel,Iowa State,37.55,25.738333333333333,2021,0.0,0.0,0.0,-37.55
846,Bella Romagnano,Penn State,36.2,23.37916666666667,2021,0.0,0.0,0.0,-36.2
847,Raina Malas,Ohio State,37.775,28.46,2021,0.0,0.0,0.0,-37.775
848,Kara Eaker,Utah,38.45,29.75681818181818,2022,0.0,0.0,0.0,-38.45
849,Leanne Wong,Florida,38.075,24.726666666666667,2022,39.875,39.6,39.68,1.8
850,Aleah Finnegan,LSU,38.3,29.215476190476192,2022,0.0,0.0,0.0,-38.3
851,Adela Stonecipher,Stanford,38.3,28.164166666666667,2021,0.0,0.0,0.0,-38.3
852,Maile O'Keefe,Utah,38.925,24.849999999999998,2021,39.725,39.491,39.663,0.8
853,Kendall Huff,Centenary College,36.275,24.56875,2021,0.0,0.0,0.0,-36.275
854,Kylie Yacamelli,Bowling Green,37.225,26.728571428571435,2021,0.0,0.0,0.0,-37.225
855,Ciara Ryan,Northern Illinois,37.0,27.811842105263157,2022,0.0,0.0,0.0,-37.0
856,Jordyn Ewing,Pittsburgh,36.1,36.1,2022,39.0,39.0,0.0,2.9
857,Jackie Harker,Kent State,35.175,17.621428571428574,2021,0.0,0.0,0.0,-35.175
858,Emilie Hong,Iowa State,36.15,33.733333333333334,2021,0.0,0.0,0.0,-36.15
859,Mackenzie Robinson,Alaska,34.7,33.660000000000004,2022,0.0,0.0,0.0,-34.7
860,Kate Grotenhuis,Minnesota,36.525,21.545,2021,0.0,0.0,0.0,-36.525
861,Raegan Walker,Yale,38.9,24.586666666666666,2022,0.0,0.0,0.0,-38.9
862,Effie Ferguson,UW-Stout,27.225,27.225,2022,0.0,0.0,0.0,-27.225
863,Jordan Jones,S.E. Missouri,36.85,20.200000000000003,2021,0.0,0.0,0.0,-36.85
864,Madison Lieurance,Hamline,25.325,25.325,2021,0.0,0.0,0.0,-25.325
865,Alex Wood,UW-La Crosse,35.225,35.225,2021,0.0,0.0,0.0,-35.225
866,Emma Barry,UW-Eau Claire,34.125,34.125,2021,0.0,0.0,0.0,-34.125
867,Jenna Griffith,Gustavus Adolphus,35.35,9.153571428571428,2021,0.0,0.0,0.0,-35.35
868,Lauren Mckeown,Brown,26.6,26.6,2022,0.0,0.0,0.0,-26.6
869,Carlie Beatty,UW-Stout,8.475,8.475,2021,0.0,0.0,0.0,-8.475
870,Alex Panetta,Ursinus College,33.65,21.275,2022,0.0,0.0,0.0,-33.65
871,Jenna Ferguson,Rutgers,37.575,30.1695652173913,2021,0.0,0.0,0.0,-37.575
872,Nikki Thomas,Southern Utah,36.45,21.35,2021,0.0,0.0,0.0,-36.45
873,Victoria DeMeo,Cornell,35.025,28.771428571428565,2022,0.0,0.0,0.0,-35.025
874,Natalie Wojcik,Michigan,39.125,30.423750000000002,2019,39.825,39.434,39.717,0.7
875,Jaedyn Rucker,Utah,39.075,29.07727272727272,2021,0.0,0.0,0.0,-39.075
876,Derrian Gobourne,Auburn,39.025,29.13641304347826,2019,39.575,39.319,39.435,0.55
877,Karley McClain,Southern Utah,38.8,29.287142857142857,2019,39.45,39.137,39.37,0.65
878,Milan Clausi,California,38.55,29.13776595744681,2019,39.3,39.3,0.0,0.75
879,Olivia Trautman,Oklahoma,38.75,27.845000000000002,2019,39.725,39.643,0.0,0.975
880,Savannah Schoenherr,Florida,38.45,26.989583333333332,2019,0.0,0.0,0.0,-38.45
881,Abby Brenner,Michigan,38.95,29.598214285714285,2019,0.0,0.0,0.0,-38.95
882,Shylen Murakami,Southern Utah,38.575,31.528000000000002,2019,0.0,0.0,0.0,-38.575
883,Cristal Isa,Utah,38.8,29.611111111111104,2019,39.65,39.298,39.328,0.85
884,Adrienne Randall,Utah,38.7,29.843333333333334,2019,0.0,0.0,0.0,-38.7
885,Mia Townes,Illinois,38.25,30.394565217391307,2021,0.0,0.0,0.0,-38.25
886,Rachael Lukacs,Georgia,39.05,31.098888888888894,2019,0.0,0.0,0.0,-39.05
887,Katie Chamberlain,Pittsburgh,38.2,28.247580645161296,2019,0.0,0.0,0.0,-38.2
888,Hunter Dula,Utah,38.425,29.348333333333333,2019,0.0,0.0,0.0,-38.425
889,Sarah Hargrove,Nebraska,38.375,30.11875000000001,2019,0.0,0.0,0.0,-38.375
890,Leah Clapper,Florida,38.575,28.761486486486483,2019,0.0,0.0,0.0,-38.575
891,Halley Taylor,Florida,38.2,29.54140625,2021,0.0,0.0,0.0,-38.2
892,Emerson Hurst,Towson,38.075,29.38552631578947,2019,0.0,0.0,0.0,-38.075
893,Rachel Hornung,West Virginia,38.425,29.909375,2019,39.175,38.921,39.135,0.75
894,Olivia Raymond,George Washington,38.675,30.120833333333334,2019,0.0,0.0,0.0,-38.675
895,Talitha Jones,California,38.6,28.988571428571426,2019,0.0,0.0,0.0,-38.6
896,Alisa Sheremeta,UIC,38.175,28.408695652173908,2019,0.0,0.0,0.0,-38.175
897,Sekai Wright,UCLA,38.5,28.31357142857143,2019,0.0,0.0,0.0,-38.5
898,Vanessa Deniz,Oklahoma,38.65,29.469117647058823,2021,0.0,0.0,0.0,-38.65
899,Kaylee Quinn,Nebraska,38.575,29.882258064516126,2019,0.0,0.0,0.0,-38.575
900,Mia Betancourt,Rutgers,38.225,27.615,2019,0.0,0.0,0.0,-38.225
901,Olivia Miller,Pittsburgh,37.875,27.76532258064516,2019,39.25,38.579,38.995,1.375
902,Alexa Al-Hameed,Georgia,38.65,31.659,2019,0.0,0.0,0.0,-38.65
903,Tess Muir,Bowling Green,38.1,28.63055555555556,2019,0.0,0.0,0.0,-38.1
904,Bridget Killian,Iowa,37.825,29.347413793103446,2019,0.0,0.0,0.0,-37.825
905,Emily North,UW-Whitewater,37.725,27.879761904761903,2019,38.6,37.722,38.145,0.875
906,Kennedy Hambrick,Arkansas,38.475,29.132763157894736,2019,39.75,39.183,39.593,1.275
907,Morgan Hooper,Northern Illinois,37.7,30.080434782608695,2019,39.125,38.707,39.03,1.425
908,Deja Chambliss,George Washington,37.975,29.927272727272733,2019,39.6,39.073,39.365,1.625
909,Ashley Hofelich,Michigan State,38.15,28.17229729729729,2019,0.0,0.0,0.0,-38.15
910,Kristina Peterson,Oregon State,38.05,29.92205882352941,2019,39.3,38.792,0.0,1.25
911,Mariella Miele,New Hampshire,37.675,28.337500000000006,2019,0.0,0.0,0.0,-37.675
912,Abbie Nylin,Minnesota,38.175,26.728846153846156,2019,0.0,0.0,0.0,-38.175
913,Alexandra Greenwald,Iowa,38.2,28.99568965517242,2019,0.0,0.0,0.0,-38.2
914,Hailey Lui,New Hampshire,37.9,25.522222222222222,2019,0.0,0.0,0.0,-37.9
915,Karalyn Roberts,Eastern Michigan,37.575,28.678571428571427,2021,0.0,0.0,0.0,-37.575
916,Mia Quigg,Illinois State,37.55,27.686538461538454,2019,0.0,0.0,0.0,-37.55
917,Emma LaPinta,Oklahoma,37.65,31.35892857142857,2019,0.0,0.0,0.0,-37.65
918,Esperanza Abarca,West Virginia,38.2,29.34224137931034,2019,0.0,0.0,0.0,-38.2
919,Brashlyn Johnson,West Chester,37.5,27.515760869565216,2019,0.0,0.0,0.0,-37.5
920,Amara Cunningham,Washington,38.475,30.21060606060606,2019,0.0,0.0,0.0,-38.475
921,Natalie Horowitz,Iowa State,37.8,26.409374999999997,2019,0.0,0.0,0.0,-37.8
922,Kennedi Davis,Arizona,38.175,28.449999999999996,2019,0.0,0.0,0.0,-38.175
923,Alaina Raybon,Michigan State,37.725,27.930555555555554,2019,37.825,37.4,0.0,0.1
924,Tara Kofmehl,Northern Illinois,38.0,28.863392857142856,2019,39.325,38.854,39.11,1.325
925,Madison Brunette,Stanford,37.9,28.438235294117643,2019,0.0,0.0,0.0,-37.9
926,Samantha Smith,Winona State,37.625,30.10294117647059,2010,0.0,0.0,0.0,-37.625
927,Bailey Ferrer,LSU,38.75,29.32916666666667,2019,0.0,0.0,0.0,-38.75
928,Arianna Patterson,Kentucky,38.45,27.204687500000002,2021,0.0,0.0,0.0,-38.45
929,Taylor Newland,Temple,37.325,27.370370370370374,2019,0.0,0.0,0.0,-37.325
930,Allie Gilchrist,Iowa,37.25,27.618181818181817,2019,0.0,0.0,0.0,-37.25
931,Sophia Petrillo,Brown,37.675,27.332692307692312,2019,38.5,37.679,37.515,0.825
932,Sydney Jennings,Ohio State,37.4,22.628333333333334,2019,0.0,0.0,0.0,-37.4
933,Sterlyn Austin,Georgia,37.25,29.075735294117646,2021,0.0,0.0,0.0,-37.25
934,Nicole Baars,Lindenwood,37.15,25.400000000000002,2019,0.0,0.0,0.0,-37.15
935,Anna Kaziska,S.E. Missouri,37.925,29.732291666666665,2019,39.1,38.606,38.895,1.175
936,Julianna Roland,Bridgeport,38.075,29.487121212121213,2019,39.25,38.756,39.085,1.175
937,Mackenzie Balderas,Texas Woman's,37.825,29.022619047619045,2019,0.0,0.0,0.0,-37.825
938,Dymiana Cox,Penn State,37.8,29.217187500000005,2022,0.0,0.0,0.0,-37.8
939,Meredith Robinson,North Carolina State,38.125,23.76357142857143,2019,0.0,0.0,0.0,-38.125
940,Amber Koeth,Sacramento State,38.15,28.680555555555554,2019,0.0,0.0,0.0,-38.15
941,Hollyn Patrick,Missouri,37.8,22.308823529411764,2021,0.0,0.0,0.0,-37.8
942,Olivia Zona,George Washington,37.35,26.64583333333333,2019,0.0,0.0,0.0,-37.35
943,Kaitlyn Higgins,Minnesota,37.875,29.529838709677424,2019,0.0,0.0,0.0,-37.875
944,Alyssa Wiedeman,Michigan State,37.325,26.336607142857147,2019,0.0,0.0,0.0,-37.325
945,Caitlin Kho,Southern Utah,38.25,30.780208333333334,2019,0.0,0.0,0.0,-38.25
946,Carly Kosanovich,Eastern Michigan,37.4,28.2375,2019,0.0,0.0,0.0,-37.4
947,Sandra Elsadek,Ball State,37.625,28.97826086956522,2019,39.0,38.219,38.285,1.375
948,Varvara Diakakis,Bridgeport,37.225,27.45972222222222,2019,0.0,0.0,0.0,-37.225
949,Brenna Brooks,Washington,38.75,25.730208333333326,2019,39.225,39.225,0.0,0.475
950,Emma Grant,UW-La Crosse,36.425,24.982142857142854,2019,37.275,37.225,0.0,0.85
951,Jenna Wicker,Michigan State,37.1,28.840624999999992,2019,0.0,0.0,0.0,-37.1
952,Madelyn Langkamp,Iowa State,36.425,24.006730769230774,2019,0.0,0.0,0.0,-36.425
953,Jensen Todd,Brockport,36.375,25.360714285714284,2019,0.0,0.0,0.0,-36.375
954,Isabel Goyco,Texas Woman's,37.7,27.508653846153845,2019,38.75,38.256,0.0,1.05
955,Valeri Ingui,Lindenwood,37.6,27.808333333333334,2013,39.4,38.298,38.992,1.8
956,Grace Bardes,Air Force,36.9,30.326785714285716,2019,0.0,0.0,0.0,-36.9
957,Kaitlyn Gilson,Ohio State,37.0,22.88387096774193,2019,0.0,0.0,0.0,-37.0
958,Hannah Stahlbrodt,Southern Conn.,37.05,28.725999999999996,2019,39.05,38.498,38.8,2.0
959,Winter Osborne,Alaska,36.25,23.1,2019,0.0,0.0,0.0,-36.25
960,Shannon Gregory,Eastern Michigan,37.075,28.86287878787879,2019,0.0,0.0,0.0,-37.075
961,Julia O'Sullivan,Ithaca College,35.9,24.353571428571428,2019,0.0,0.0,0.0,-35.9
962,Sara Maughan,Cornell,36.975,27.92125,2019,0.0,0.0,0.0,-36.975
963,Kaira Hammond,UW-Oshkosh,37.6,27.65267857142857,2019,0.0,0.0,0.0,-37.6
964,Zoe Kyriakopoulos,Ithaca College,37.4,26.969285714285714,2022,0.0,0.0,0.0,-37.4
965,Britney Wolfe,UW-Stout,36.35,27.1925,2019,35.4,35.4,0.0,-0.95
966,Nya Reed,Florida,38.275,28.725892857142856,2019,0.0,0.0,0.0,-38.275
967,Riley Danielson,Kent State,37.05,27.780357142857145,2019,0.0,0.0,0.0,-37.05
968,Stephanie Tripodi,Arizona State,38.2,24.946551724137926,2019,0.0,0.0,0.0,-38.2
969,Kayla Yancey,West Virginia,37.525,29.105208333333337,2021,0.0,0.0,0.0,-37.525
970,Sierra Demarinis,Central Michigan,37.925,24.616666666666667,2019,39.4,39.022,39.12,1.475
971,Adnerys De Jesus,Nebraska,37.725,36.975,2019,39.6,39.348,39.495,1.875
972,Cassidy Girolamo,Southern Conn.,36.4,23.88333333333333,2019,38.35,37.796,37.685,1.95
973,Miranda Lund,Cornell,36.525,23.65416666666667,2019,0.0,0.0,0.0,-36.525
974,Megan Hanley,Cortland State,36.175,29.458928571428572,2019,37.2,36.596,36.475,1.025
975,Charlotte Reynolds,Eastern Michigan,36.975,28.543023255813946,2019,0.0,0.0,0.0,-36.975
976,Kiera Doherty-Herwitz,Rutgers,37.0,29.992000000000004,2019,0.0,0.0,0.0,-37.0
977,Annie Bailey,West Chester,36.25,27.353571428571428,2019,0.0,0.0,0.0,-36.25
978,Alana Calabrese,Springfield College,35.5,24.846666666666668,2019,0.0,0.0,0.0,-35.5
979,Caitlin Gray,Utah State,36.25,27.307142857142857,2019,0.0,0.0,0.0,-36.25
980,Noely Macias,Southern Conn.,36.625,24.712962962962955,2019,0.0,0.0,0.0,-36.625
981,Dorothy Wernick,Brockport,36.175,26.4775,2019,0.0,0.0,0.0,-36.175
982,Liana Roman,Northern Illinois,35.65,15.95,2021,0.0,0.0,0.0,-35.65
983,Aleysia Kolyvanova,Central Michigan,37.775,27.555000000000007,2022,0.0,0.0,0.0,-37.775
984,Natalie Meyer,Air Force,35.95,28.76875,2019,0.0,0.0,0.0,-35.95
985,Kacey Mortenson,UW-La Crosse,35.875,29.41785714285714,2019,37.95,37.116,37.39,2.075
986,Olivia Opheim,UW-La Crosse,35.6,25.909722222222225,2019,0.0,0.0,0.0,-35.6
987,Emily Gilot,UW-Oshkosh,36.2,26.22352941176471,2019,37.175,36.658,36.555,0.975
988,Rahdea Jarvis,UW-Oshkosh,36.275,28.174999999999997,2019,35.525,35.525,0.0,-0.75
989,Madison Latzke,UW-Stout,34.0,23.599999999999998,2019,0.0,0.0,0.0,-34.0
990,Talia Brovedani,Washington,38.175,26.169827586206893,2021,0.0,0.0,0.0,-38.175
991,Tia Gin,San Jose State,38.075,28.532142857142865,2019,38.9,38.9,0.0,0.825
992,Samantha Sakti,William & Mary,38.225,28.880681818181817,2019,0.0,0.0,0.0,-38.225
993,Shannon Sklow,UC Davis,36.975,28.551249999999992,2019,0.0,0.0,0.0,-36.975
994,Miriam Perez,Ohio State,37.725,26.105,2019,0.0,0.0,0.0,-37.725
995,Sara Taubman,UCLA,36.9,26.47236842105264,2021,0.0,0.0,0.0,-36.9
996,Brittney Vitkauskas,BYU,36.725,23.028846153846157,2019,0.0,0.0,0.0,-36.725
997,Emma Wissman,Southern Utah,37.575,26.943749999999998,2019,0.0,0.0,0.0,-37.575
998,Rachel Decious,Alaska,36.425,18.42045454545455,2019,0.0,0.0,0.0,-36.425
999,Antonia Marquez,San Jose State,36.375,24.476666666666667,2019,0.0,0.0,0.0,-36.375
1000,Lauren Chu,UC Davis,36.725,27.40357142857143,2022,0.0,0.0,0.0,-36.725
1001,Jasmine Gutierrez,Arizona State,36.95,19.875,2019,0.0,0.0,0.0,-36.95
1002,Destiny Watley,Sacramento State,36.825,26.0578125,2019,38.925,38.165,0.0,2.1
1003,Wanda Deriot,Sacramento State,36.35,25.481250000000003,2019,0.0,0.0,0.0,-36.35
1004,Gabrielle Hubbard,BYU,36.875,28.382142857142856,2019,0.0,0.0,0.0,-36.875
1005,Emma Gable,Ursinus College,27.6,18.0,2019,0.0,0.0,0.0,-27.6
1006,Sanya Glauber,Maryland,37.175,20.673529411764708,2019,0.0,0.0,0.0,-37.175
1007,Shaylah Scott,Illinois,39.125,29.94583333333334,2019,0.0,0.0,0.0,-39.125
1008,Alexis Stokes,Boise State,38.2,30.465,2019,0.0,0.0,0.0,-38.2
1009,Lauren Joost,Pennsylvania,37.875,28.34583333333334,2019,0.0,0.0,0.0,-37.875
1010,Elizabeth Fulton,Kent State,36.875,27.838157894736845,2019,0.0,0.0,0.0,-36.875
1011,Shaye Mathias,Sacramento State,36.9,23.05666666666667,2019,38.25,38.025,0.0,1.35
1012,Lexi Griffith,BYU,38.15,23.182291666666664,2021,0.0,0.0,0.0,-38.15
1013,Alexis Sheppard,North Carolina State,37.45,27.387499999999996,2021,0.0,0.0,0.0,-37.45
1014,Kendall Sanders,Centenary College,35.725,26.64705882352941,2019,38.875,37.922,38.655,3.15
1015,Savannah Pennese,Arkansas,36.425,23.729166666666664,2019,0.0,0.0,0.0,-36.425
1016,Rachel Morris,UW-Oshkosh,35.15,26.640384615384615,2019,0.0,0.0,0.0,-35.15
1017,Emily Anderson,North Carolina State,35.8,24.14722222222222,2011,36.425,34.855,35.58,0.625
1018,Sydney Ewing,LSU,38.35,27.68921568627451,2014,0.0,0.0,0.0,-38.35
1019,Alexandria Ruiz,Denver,38.575,29.478289473684214,2019,39.425,39.142,39.385,0.85
1020,Sage Littlejohn,Rutgers,37.275,25.79642857142857,2019,0.0,0.0,0.0,-37.275
1021,Allie Stern,Oklahoma,38.275,27.674999999999997,2019,0.0,0.0,0.0,-38.275
1022,Marissa Nychyk,Ball State,37.725,28.844871794871793,2019,39.1,38.639,38.925,1.375
1023,Carley Bayles,Utah State,36.575,22.416666666666668,2021,0.0,0.0,0.0,-36.575
1024,Rachel Smith,Southern Utah,38.075,28.891666666666662,2019,0.0,0.0,0.0,-38.075
1025,Abbey Ward,Georgia,37.55,20.8,2019,0.0,0.0,0.0,-37.55
1026,Shailyn St. Brice,Western Michigan,36.8,28.15714285714286,2019,0.0,0.0,0.0,-36.8
1027,Alyssa Perez-Lugones,Georgia,38.125,28.32894736842106,2019,0.0,0.0,0.0,-38.125
1028,Daija Stevenson,Air Force,37.525,23.560000000000002,2019,39.3,38.63,38.89,1.775
1029,Hannah McCrary,Missouri,37.775,29.008,2019,0.0,0.0,0.0,-37.775
1030,Kendall Knaps,Centenary College,35.9,26.987499999999997,2019,0.0,0.0,0.0,-35.9
1031,Sania Mitchell,Alabama,37.025,25.707499999999996,2021,0.0,0.0,0.0,-37.025
1032,Charli Cohen,LIU,35.925,28.81666666666667,2021,0.0,0.0,0.0,-35.925
1033,Sabrina Cheney,Auburn,37.925,27.82265625,2021,0.0,0.0,0.0,-37.925
1034,Josie Angeny,Kentucky,38.2,29.291025641025634,2019,39.55,39.243,39.405,1.35
1035,Ashley Duke,West Chester,37.225,29.653999999999996,2019,0.0,0.0,0.0,-37.225
1036,Hope Masiado,Boise State,38.05,28.77972972972973,2019,39.175,38.875,0.0,1.125
1037,Simone Banen,George Washington,38.325,30.413043478260875,2019,0.0,0.0,0.0,-38.325
1038,Paige Bachner,Bowling Green,37.75,27.36190476190476,2019,0.0,0.0,0.0,-37.75
1039,Chelsea Baker,Southern Conn.,37.375,29.822,2022,0.0,0.0,0.0,-37.375
1040,Abigail Karolewski,Rutgers,37.475,27.695192307692306,2019,0.0,0.0,0.0,-37.475
1041,Melissa Astarita,Penn State,37.6,28.015217391304347,2019,0.0,0.0,0.0,-37.6
1042,Alexsis Rubio,Maryland,38.125,28.098529411764705,2019,39.0,39.0,0.0,0.875
1043,Taylor Sell,West Virginia,37.225,25.850961538461544,2019,0.0,0.0,0.0,-37.225
1044,Alexandra Cucich,New Hampshire,37.575,29.44130434782609,2019,0.0,0.0,0.0,-37.575
1045,McKenna Kissinger,West Chester,36.675,29.052272727272733,2019,0.0,0.0,0.0,-36.675
1046,Rebekah Jenkins,Pittsburgh,38.125,28.560999999999996,2019,0.0,0.0,0.0,-38.125
1047,Ashleigh Turek,UW-Whitewater,36.65,29.053,2019,0.0,0.0,0.0,-36.65
1048,Mackenzie Kennedy,Ithaca College,35.725,22.914705882352944,2019,0.0,0.0,0.0,-35.725
1049,Kiley Robatin,Pittsburgh,36.825,27.08452380952381,2019,0.0,0.0,0.0,-36.825
1050,Adeline Rieder,BYU,35.8,25.363235294117647,2019,0.0,0.0,0.0,-35.8
1051,Rose Fanara,West Chester,36.825,25.548148148148147,2019,0.0,0.0,0.0,-36.825
1052,Samantha Henry,Cornell,35.8,20.197580645161295,2017,0.0,0.0,0.0,-35.8
1053,Caitlyn Kline,Pittsburgh,35.575,22.665,2021,0.0,0.0,0.0,-35.575
1054,Taylor Cusick,Ursinus College,35.6,25.162499999999998,2019,0.0,0.0,0.0,-35.6
1055,Haley Zarett,North Carolina State,35.75,20.74642857142857,2021,0.0,0.0,0.0,-35.75
1056,Kaylin Knapsack,Ursinus College,27.525,17.811111111111114,2019,0.0,0.0,0.0,-27.525
1057,Katelyn Goldstrom,Bowling Green,34.25,10.957692307692307,2019,0.0,0.0,0.0,-34.25
1058,Sara Bell,West Chester,35.975,26.170238095238094,2019,0.0,0.0,0.0,-35.975
1059,Cami Klein,Kent State,37.45,27.11176470588235,2019,0.0,0.0,0.0,-37.45
1060,Anna Haigis,Kentucky,37.275,29.881521739130434,2021,0.0,0.0,0.0,-37.275
1061,Riley Meeks,Yale,37.3,28.608749999999997,2022,0.0,0.0,0.0,-37.3
1062,Kassidy Howell,Kentucky,36.725,29.086363636363636,2021,0.0,0.0,0.0,-36.725
1063,Claire Gagliardi,Ohio State,38.0,30.04242424242424,2019,0.0,0.0,0.0,-38.0
1064,Emily Carless,Western Michigan,37.725,26.62916666666667,2019,0.0,0.0,0.0,-37.725
1065,Stefanie Schweikert,Ball State,37.175,29.463636363636365,2019,0.0,0.0,0.0,-37.175
1066,Morgan McEntire,UW-Whitewater,36.375,27.28552631578947,2021,0.0,0.0,0.0,-36.375
1067,Abby Walsh,Brown,36.875,26.0025,2019,0.0,0.0,0.0,-36.875
1068,Pixie Brock,Air Force,37.45,28.42096774193548,2019,38.175,37.675,0.0,0.725
1069,Wesley Stephenson,Stanford,38.075,28.64146341463415,2019,0.0,0.0,0.0,-38.075
1070,Lauren Volpe,Ball State,37.325,25.770535714285717,2019,0.0,0.0,0.0,-37.325
1071,Alyssa Nore,UW-Oshkosh,36.15,25.696875,2019,0.0,0.0,0.0,-36.15
1072,Madison Trott,Kent State,37.05,28.62608695652174,2019,0.0,0.0,0.0,-37.05
1073,Alyssa Keller,Western Michigan,36.625,21.373611111111114,2019,0.0,0.0,0.0,-36.625
1074,Sadie Bish,Texas Woman's,37.15,29.004545454545454,2019,0.0,0.0,0.0,-37.15
1075,Olivia Keller,UW-Oshkosh,36.6,26.194642857142856,2019,0.0,0.0,0.0,-36.6
1076,Kaylie Collins,UW-Whitewater,34.5,30.965000000000003,2019,0.0,0.0,0.0,-34.5
1077,Caitlin Satler,Eastern Michigan,37.45,24.06413043478261,2019,0.0,0.0,0.0,-37.45
1078,Kendra Lindway,Kent State,36.875,27.216666666666665,2019,0.0,0.0,0.0,-36.875
1079,Carina Tolan,Iowa,37.425,25.076388888888886,2019,0.0,0.0,0.0,-37.425
1080,Emma Lamping,Winona State,35.125,22.38653846153846,2021,0.0,0.0,0.0,-35.125
1081,Katie Kalland,Hamline,32.675,18.65357142857143,2019,0.0,0.0,0.0,-32.675
1082,Brooke Lutz,UW-Whitewater,36.35,28.11346153846154,2019,0.0,0.0,0.0,-36.35
1083,Kendra Combs,West Virginia,38.15,28.677551020408153,2019,39.325,39.025,39.145,1.175
1084,Leah Jewett,Springfield College,33.675,20.071875000000002,2019,0.0,0.0,0.0,-33.675
1085,Crystal Gwinn,Bridgeport,36.975,24.615,2019,0.0,0.0,0.0,-36.975
1086,Amelia Bailey,Ithaca College,26.3,17.05,2019,0.0,0.0,0.0,-26.3
